1-e,a_decay_dominate
3.5111917342151275e-06,0.15855987922173878
4.037017258596558e-06,0.1435257528337048
4.641588833612782e-06,0.12991792027579224
5.336699231206313e-06,0.11760106618877669
6.1359072734131755e-06,0.10645271287271552
7.0548023107186455e-06,0.0963620023569616
8.111308307896873e-06,0.08722859401229088
9.3260334688322e-06,0.07896166675090019
1.072267222010323e-05,0.07147901588793065
1.2328467394420658e-05,0.06470623568829356
1.4174741629268048e-05,0.058575979464421314
1.6297508346206434e-05,0.05302728987293184
1.873817422860383e-05,0.04800499274631661
2.1544346900318867e-05,0.0434591484333014
2.477076355991714e-05,0.03934455519186405
2.8480358684358048e-05,0.03562029969795316
3.274549162877732e-05,0.032249350197353165
3.7649358067924715e-05,0.02919818825657816
4.328761281083062e-05,0.026436475451753122
4.977023564332114e-05,0.02393675167862275
5.72236765935022e-05,0.021674162085891808
6.579332246575683e-05,0.019626209914808755
7.56463327554629e-05,0.017772532788210976
8.697490026177834e-05,0.016094700221668885
0.0001,0.01457603039093224
0.00011497569953977356,0.013201424185763687
0.00013219411484660288,0.011957214960483993
0.0001519911082952933,0.01083103287658586
0.00017475284000076848,0.009811681738323452
0.00020092330025650479,0.00888902768668549
0.00023101297000831605,0.00805389842673156
0.00026560877829466864,0.007297992016919759
0.0003053855508833416,0.006613794313504233
0.0003511191734215131,0.005994504249106492
0.0004037017258596554,0.005433966353436817
0.0004641588833612782,0.004926608927375686
0.0005336699231206312,0.004467389575401089
0.0006135907273413176,0.004051744549258503
0.0007054802310718645,0.00367554305129594
0.0008111308307896872,0.0033350468900371906
0.0009326033468832199,0.003026872807868545
0.0010722672220103231,0.0027479589688951295
0.0012328467394420659,0.0024955345159862804
0.0014174741629268048,0.0022670920226431058
0.001629750834620645,0.0020603625656539447
0.001873817422860385,0.0018732931706454215
0.0021544346900318843,0.0017040264062681085
0.0024770763559917113,0.0015508822585479345
0.002848035868435802,0.0014123398049041452
0.0032745491628777285,0.001287024977417998
0.0037649358067924675,0.0011736954186315196
0.004328761281083062,0.0010712261827894377
0.004977023564332114,0.0009786021207188662
0.00572236765935022,0.0008949051655664022
0.006579332246575682,0.0008193066285836293
0.007564633275546291,0.0007510582109927617
0.008697490026177835,0.0006894847569522224
0.01,0.0006339770653393291
0.011497569953977356,0.0005839859405789269
0.013219411484660288,0.0005390162434184034
0.01519911082952933,0.000498621362563148
0.017475284000076828,0.00046239843382051764
0.02009233002565046,0.0004299814573586417
0.02310129700083158,0.0004010377789531813
0.026560877829466895,0.00037526168341994075
0.030538555088334186,0.0003523685893156825
0.03511191734215135,0.00033208880029965415
0.04037017258596558,0.0003141618744758517
0.04641588833612782,0.0002983303453022594
0.05336699231206313,0.0002843361618378603
0.061359072734131756,0.00027191913192323684
0.07054802310718646,0.00026081784991027355
0.08111308307896872,0.000250773255977753
0.093260334688322,0.0002415337560171625
0.10722672220103231,0.0002328601675433348
0.12328467394420659,0.00022452957068755882
0.14174741629268048,0.00021633667825035288
0.16297508346206435,0.00020809283787572407
0.1873817422860383,0.0001996229918753266
0.21544346900318867,0.00019076114883287464
0.2477076355991714,0.00018134486408366316
0.2848035868435805,0.00017120900821319075
0.3274549162877732,0.00016017880956135724
0.37649358067924715,0.00014806181592876184
0.43287612810830617,0.00013463800360893847
0.49770235643321137,0.00011964668055464424
0.572236765935022,0.00010276800807781473
0.6579332246575682,8.359655580078891e-05
0.7564633275546291,6.161280033599166e-05
0.8697490026177834,3.6279737209277615e-05
