hc,f
4.5837719350408474e-18,1e-05
6.81431398611497e-18,2e-05
7.749310286282815e-18,3.0000000000000004e-05
9.718199639136367e-18,4e-05
9.850530715114053e-18,5e-05
9.847352602779299e-18,6e-05
1.0482455341750978e-17,7.000000000000001e-05
1.0716161110029612e-17,8e-05
1.1931580717349331e-17,9e-05
8.966768517434462e-18,0.0001
9.219072348550934e-18,0.00011
7.781453488879221e-18,0.00012
8.95868923600344e-18,0.00013000000000000002
8.006570416847435e-18,0.00014000000000000001
7.20292561192192e-18,0.00015000000000000001
5.290320038355861e-18,0.00016
5.36769808592278e-18,0.00017
6.539134416615564e-18,0.00018
4.6422685812082084e-18,0.00019
4.1731276575489136e-18,0.0002
3.339138562934981e-18,0.00021
5.747458852875196e-18,0.00022
6.968040553139068e-18,0.00023
5.525253136255644e-18,0.00024
5.604822486867937e-18,0.00025000000000000006
5.46108627879014e-18,0.00026000000000000003
4.942491672454093e-18,0.00027000000000000006
5.657302696671355e-18,0.00028000000000000003
4.6204588917503004e-18,0.00029000000000000006
4.63410272902498e-18,0.00030000000000000003
3.8467733593603456e-18,0.00031000000000000005
4.2339585182594616e-18,0.00032
4.541553977762251e-18,0.00033000000000000005
4.135167030594087e-18,0.0003400000000000001
4.075959412812005e-18,0.00035000000000000005
4.120632381949575e-18,0.0003600000000000001
3.876773646364045e-18,0.00037000000000000005
4.0176923977803326e-18,0.0003800000000000001
3.3530333815290954e-18,0.00039000000000000005
5.153599146465577e-18,0.0004000000000000001
3.0538189584474165e-18,0.00041000000000000005
3.040729268416397e-18,0.00042000000000000007
1.4609841438234829e-18,0.00043000000000000004
1.3048835901523748e-18,0.00044000000000000007
1.129231932209409e-18,0.00045000000000000004
1.1408669554549981e-18,0.00046000000000000007
1.2604284705281947e-18,0.00047000000000000004
1.1541994916215621e-18,0.00048000000000000007
8.310560516895244e-19,0.0004900000000000001
1.0194486908070747e-18,0.0005000000000000001
1.1026655042524439e-18,0.00051
7.491504557210753e-19,0.0005200000000000001
1.016671234374241e-18,0.0005300000000000001
8.188173666870284e-19,0.0005400000000000001
8.32641268937748e-19,0.00055
7.938770251774787e-19,0.0005600000000000001
8.252277581815023e-19,0.0005700000000000001
3.3051577639810493e-19,0.0005800000000000001
7.836303537118082e-19,0.00059
7.329180066026795e-19,0.0006000000000000001
9.999051592052994e-19,0.0006100000000000001
6.521211251204755e-19,0.0006200000000000001
6.581687633431805e-19,0.00063
6.457945959130012e-19,0.00064
2.6407228606991144e-19,0.0006500000000000001
1.681298617673083e-19,0.0006600000000000001
1.6633778283398751e-19,0.0006700000000000001
2.360993543277947e-19,0.00068
1.6541499046717515e-19,0.0006900000000000001
1.693211554790408e-19,0.0007000000000000001
1.6054241930468344e-19,0.0007100000000000001
6.783606675089474e-20,0.00072
1.724938714614822e-19,0.0007300000000000001
1.5997987060913972e-19,0.0007400000000000001
1.1495713849084026e-19,0.0007500000000000001
1.119063248383357e-19,0.00076
1.5112161171318825e-19,0.0007700000000000001
1.5394759691924814e-19,0.0007800000000000001
1.477710768780134e-19,0.0007900000000000001
1.3547198138571904e-19,0.0008
1.8400276762517343e-19,0.0008100000000000001
1.83345871642691e-19,0.0008200000000000001
1.2216506005473207e-19,0.0008300000000000001
1.106938383239258e-19,0.0008400000000000001
1.1836361382090942e-19,0.0008500000000000001
2.4640012219852507e-20,0.0008600000000000001
3.233065836541442e-20,0.0008700000000000001
3.1395469900141245e-20,0.0008800000000000001
2.770014531356733e-20,0.0008900000000000001
2.875960725010733e-20,0.0009000000000000001
3.272480293051445e-20,0.0009100000000000001
2.988494858791132e-20,0.0009200000000000001
2.0781052655405472e-20,0.00093
2.0052237981864937e-20,0.0009400000000000001
1.924531110760993e-20,0.0009500000000000001
2.743527184719876e-20,0.0009600000000000001
2.762914660864483e-20,0.0009700000000000002
2.6346192137109676e-20,0.00098
2.3712851561461646e-20,0.0009900000000000002
2.360300746781835e-20,0.001
3.1139792249753195e-20,0.00101
3.1498109641964194e-20,0.00102
1.9431721627859878e-20,0.00103
1.9616406690257476e-20,0.0010400000000000001
1.8858186369521796e-20,0.0010500000000000002
1.8860969804398868e-20,0.0010600000000000002
5.3620170611976245e-21,0.0010700000000000002
5.0146511395649794e-21,0.00108
5.7532230457197826e-21,0.00109
5.513359174083011e-21,0.0011
5.4066492425747444e-21,0.00111
3.633404430976865e-21,0.0011200000000000001
3.496431669472985e-21,0.0011300000000000001
3.533258017570243e-21,0.0011400000000000002
4.7180374281950506e-21,0.0011500000000000002
4.6711066949420105e-21,0.0011600000000000002
4.426691789810658e-21,0.00117
