time,a (pc),e,f_orb,delta_f_orb
0.0,0.010000000000000002,0.9996999999999999,7.014308511315091e-10,7.0017087568890325e-15
1000.0,0.009933544658070526,0.9996979928924102,7.084814614862471e-10,7.098017108370114e-15
2000.0,0.009867309025466238,0.9996959651418748,7.1562708451089e-10,7.193590716568697e-15
3000.0,0.009801295318229477,0.9996939165307475,7.228690843179453e-10,7.290777685854747e-15
4000.0,0.009735503536360244,0.999691847059028,7.302090905772236e-10,7.389610794604205e-15
5000.0,0.009669933679858538,0.9996897567267168,7.376487661247368e-10,7.490123601017534e-15
6000.0,0.00960458574872436,0.9996876455338135,7.451898077525217e-10,7.592350463489042e-15
7000.0,0.00953945975015846,0.9996855133019282,7.52833946167618e-10,7.696322631764899e-15
8000.0,0.009474555740714255,0.9996833586300168,7.60582941676604e-10,7.802074650148255e-15
9000.0,0.009409873732458527,0.9996811812191393,7.684385960206153e-10,7.90964834306223e-15
10000.0,0.00934541372539127,0.9996789810692955,7.764027496631342e-10,8.019081476781859e-15
11000.0,0.009281175719512487,0.9996767581804857,7.844772812893492e-10,8.13041273347791e-15
12000.0,0.009217159714822178,0.9996745125527097,7.926641087349374e-10,8.243681737066278e-15
13000.0,0.009153365711217696,0.9996722441805606,8.00965189954187e-10,8.358929458423088e-15
14000.0,0.009089793686041263,0.9996699518705328,8.093825270013687e-10,8.47620212846598e-15
15000.0,0.009026443622058025,0.9996676347147749,8.179181635025356e-10,8.595537619866097e-15
16000.0,0.00896331551926798,0.9996652927132874,8.265741840049764e-10,8.71697960517484e-15
17000.0,0.008900409377671135,0.9996629258660698,8.353527172675182e-10,8.840572841997782e-15
18000.0,0.008837725197267485,0.9996605341731224,8.442559373578228e-10,8.966363197499889e-15
19000.0,0.00877526297805703,0.9996581176344452,8.532860647808959e-10,9.094397684491275e-15
20000.0,0.008713022526273031,0.9996556758761365,8.624453964093828e-10,9.22480639563143e-15
21000.0,0.008651003294532904,0.9996532078419401,8.717363334308278e-10,9.357595967804e-15
22000.0,0.008589205270503128,0.9996507131952007,8.811612507700654e-10,9.492777139571094e-15
23000.0,0.008527628486008913,0.9996481915170368,8.907225681210962e-10,9.630408055319125e-15
24000.0,0.008466272941292517,0.9996456423994461,9.004227627192874e-10,9.770543170105575e-15
25000.0,0.008405138634589152,0.999643065514066,9.102643663276476e-10,9.913239610471115e-15
26000.0,0.00834422552538266,0.99964046047597,9.202499727343685e-10,1.0058559403277759e-14
27000.0,0.008283533593090593,0.9996378268041626,9.303822298873918e-10,1.0206553308567194e-14
28000.0,0.008223062983368055,0.9996351638243428,9.406638159794105e-10,1.0357173012684395e-14
29000.0,0.008162814191591126,0.9996324705009625,9.51097406264352e-10,1.0510631242701468e-14
30000.0,0.00810278690760645,0.9996297473706494,9.616858744920488e-10,1.0666942260452944e-14
31000.0,0.008042981131414027,0.9996269944334037,9.724321052198291e-10,1.0826169943927651e-14
32000.0,0.007983397553863722,0.999624209283083,9.833389200752182e-10,1.0988213669499206e-14
33000.0,0.007924035849994968,0.9996213930514838,9.944093886965437e-10,1.1153402076024975e-14
34000.0,0.007864895994644976,0.9996185458262445,1.0056465956827025e-09,1.1321705146154505e-14
35000.0,0.0078059782489005025,0.9996156656989027,1.0170536398382663e-09,1.1493102480373119e-14
