t_merge,snr
450424.99605365505,0.00020450367659925308
440424.99605365505,0.0002743604407213799
430424.99605365505,0.0003735616177762257
420424.99605365505,0.0005156823055257608
410424.99605365505,0.0007209634866980662
400424.99605365505,0.0010198000571476535
390424.99605365505,0.0014582290192241588
380424.99605365505,0.0021056456647818088
370424.99605365505,0.0030678631265041033
360424.99605365505,0.004506112476592616
350424.99605365505,0.006671163432791753
340424.99605365505,0.009945868629047819
330424.99605365505,0.014939523378963235
320424.99605365505,0.022597621931559574
310424.99605365505,0.03444004913485271
300424.99605365505,0.05302573264218069
290424.99605365505,0.0823964527932742
280424.99605365505,0.12925489833090895
270424.99605365505,0.20464920158990443
260424.99605365505,0.32692586503626464
250424.99605365505,0.5266549174485726
240424.99605365505,0.8553645660164785
230424.99605365505,1.3993376770989587
220424.99605365505,2.3033322765521365
210424.99605365505,3.8084210643268417
200424.99605365505,6.307830727593589
190424.99605365505,10.430122363429737
180424.99605365505,17.136453587455044
170424.99605365505,27.743496076765744
160424.99605365505,43.83961494666378
150424.99605365505,67.06261269012612
140424.99605365505,97.37208230601888
130424.99605365505,131.523900370468
120424.99605365505,163.9109195981506
110424.99605365505,191.48774572265256
100424.99605365505,217.71128041164442
99999.0,218.96484357987902
98999.0,221.57725800307603
97999.0,224.24440803085452
96999.0,226.9847533659332
95999.0,229.81540141889755
94999.0,232.75345317145297
93999.0,235.81608702173642
92999.0,239.02065420290418
91999.0,242.384782251177
90999.0,245.48269228695722
89999.0,248.62352074393053
88999.0,251.87115974427888
87999.0,255.2468601923776
86999.0,258.77232702046405
85999.0,262.4698058307039
84999.0,266.3621809411298
83999.0,270.2216060039968
82999.0,273.8442932119359
81999.0,277.58709397504083
80999.0,281.4781744108545
79999.0,285.5463573468149
78999.0,289.82122096463075
77999.0,294.33322171839137
76999.0,299.11384149399987
75999.0,303.39137735465516
74999.0,307.72715500623906
73999.0,312.23710257332516
72999.0,316.9603587778048
71999.0,321.9370674862646
70999.0,327.20855725198317
69999.0,332.8175617616318
68999.0,338.35954951234356
67999.0,343.47077507644184
66999.0,348.78945792167843
65999.0,354.36994733706695
64999.0,360.2679812782068
63999.0,366.54095909166637
62999.0,373.2482851991564
61999.0,380.28230128905204
60999.0,386.6921635379606
59999.0,393.38862319990403
58999.0,400.4505285628776
57999.0,407.9592461454807
56999.0,415.99916845791677
55999.0,424.48795864080455
54999.0,432.0974950156188
53999.0,440.06466073861606
52999.0,448.5004382023491
51999.0,457.5195881006597
50999.0,467.2414888917074
49999.0,477.6786098105346
48999.0,487.4659905703396
47999.0,497.79859986713683
46999.0,508.8405004620881
45999.0,520.7634162977835
44999.0,532.8320061053308
43999.0,544.6336155750494
42999.0,557.1998604886592
41999.0,570.7632671046098
40999.0,585.5691667619292
39999.0,600.106220907883
38999.0,615.3794424075884
37999.0,631.9075721463622
36999.0,649.3454721809969
35999.0,666.5446741993377
34999.0,685.0556236558348
33999.0,705.3304897896378
32999.0,726.100410311439
31999.0,747.996631573418
30999.0,772.0591365536586
29999.0,795.9304737266526
28999.0,821.4404372122121
27999.0,849.5230351715995
26999.0,880.5546222078707
25999.0,913.734318552854
24999.0,949.2036277212578
23999.0,987.2044239922735
22999.0,1028.059281782856
21999.0,1072.441164038761
20999.0,1120.1774739263374
19999.0,1172.1626006888266
18999.0,1228.3197887352637
17999.0,1289.68323455193
16999.0,1356.858894058622
15999.0,1431.0308547963548
14999.0,1513.6441164650794
13999.0,1604.945113598773
12999.0,1708.9480610240291
11999.0,1826.9368136810665
10999.0,1962.742577278992
9999.0,2121.097725888713
9899.0,2138.372696868797
9799.0,2155.878033130077
9699.0,2173.684235939136
9599.0,2191.8034972347423
9499.0,2210.248772709509
9399.0,2229.0338419696554
9299.0,2248.173684033368
9199.0,2267.6844032778304
9099.0,2287.5830419863714
8999.0,2307.887699448606
8899.0,2328.6177373154846
8799.0,2349.7938874959345
8699.0,2371.223464438152
8599.0,2392.8872798546276
8499.0,2414.9648105406545
8399.0,2437.4749616844515
8299.0,2460.438069737081
8199.0,2483.8760205567637
8099.0,2507.8127187412942
7999.0,2532.273750376478
7899.0,2557.286234401602
7799.0,2582.879660272096
7699.0,2609.085635260613
7599.0,2635.937710121372
7499.0,2663.352226473584
7399.0,2691.090096922186
7299.0,2719.4361468342768
7199.0,2748.4184631454496
7099.0,2778.067722024042
6999.0,2808.4172739445744
6899.0,2839.5038427469685
6799.0,2871.366889997771
6699.0,2904.048820812767
6599.0,2937.596000312842
6499.0,2972.0112867245034
6399.0,3007.296429635085
6299.0,3043.4960284769095
6199.0,3080.6604981465816
6099.0,3118.8468294393147
5999.0,3158.1187228992644
5899.0,3198.547481743993
5799.0,3240.21174054691
5699.0,3283.191085954968
5599.0,3327.4391961583497
5499.0,3372.973280000325
5399.0,3419.8601097139094
5299.0,3468.175160143993
5199.0,3518.003887173323
5099.0,3569.44098698312
4999.0,3622.592889851475
4899.0,3677.5782516610475
4799.0,3734.4951640264476
4699.0,3793.323997920277
4599.0,3854.1697029415145
4499.0,3917.170526606273
4399.0,3982.4867190701734
4299.0,4050.298385498887
4199.0,4120.810144098683
4099.0,4194.251967353192
3999.0,4270.882931592366
3899.0,4350.826907282105
3799.0,4434.056005893478
3699.0,4520.832730891949
3599.0,4611.46564947833
3499.0,4706.314747927441
3399.0,4805.7956761323185
3299.0,4910.383150075878
3199.0,5020.622738234389
3099.0,5137.135543100318
2999.0,5260.2217391007125
2899.0,5390.280596327638
2799.0,5528.046582016709
2699.0,5674.393663992852
2599.0,5830.361609230428
2499.0,5997.076366327168
2399.0,6175.26370995574
2299.0,6366.283202017447
2199.0,6571.921010122529
2099.0,6794.347249360381
1999.0,7036.202306656905
1899.0,7300.211410895934
1799.0,7589.175053586141
1699.0,7907.392548365645
1599.0,8260.334253357107
1499.0,8654.218627896014
1399.0,9096.939078210467
1299.0,9599.549889337235
1199.0,10176.068793039982
1099.0,10845.142173415432
999.0,11633.509007022149
989.0,11720.212247507912
979.0,11808.512117160617
969.0,11898.4563090802
959.0,11990.094440239965
949.0,12083.47824214301
939.0,12178.66164181425
929.0,12275.700794457116
919.0,12374.654212195068
909.0,12475.582800560393
899.0,12578.549927316377
889.0,12683.62155213579
879.0,12790.866229796087
869.0,12900.355337200463
859.0,13012.1632881908
849.0,13126.367803654857
839.0,13243.050109733915
829.0,13362.297109628791
819.0,13484.200796891773
809.0,13608.856635694514
799.0,13736.364461959285
789.0,13866.829014251223
779.0,14000.360401223561
769.0,14137.07435694686
759.0,14277.092264965922
749.0,14420.541160559904
739.0,14567.55421392826
729.0,14718.271472447423
719.0,14872.840511065748
709.0,15031.41647531536
699.0,15194.161930987313
