hc,f
7.257890031255725e-20,1e-05
7.549946330754681e-20,2e-05
1.2061674186508255e-19,3.0000000000000004e-05
1.64020596028473e-19,4e-05
1.891744176663462e-19,5e-05
1.971474388928399e-19,6e-05
2.1874896268710037e-19,7.000000000000001e-05
2.231620137969627e-19,8e-05
2.321884117535825e-19,9e-05
2.13392984753805e-19,0.0001
2.2795263872009764e-19,0.00011
2.239802034993964e-19,0.00012
2.295249237344357e-19,0.00013000000000000002
2.0946063529130872e-19,0.00014000000000000001
2.1141206012025786e-19,0.00015000000000000001
2.007914021320834e-19,0.00016
1.929897670120072e-19,0.00017
1.8902294509547663e-19,0.00018
1.8343905882188188e-19,0.00019
1.8460029000937532e-19,0.0002
1.772557013368002e-19,0.00021
1.6009774871153494e-19,0.00022
1.5550083434222608e-19,0.00023
1.4492553106299675e-19,0.00024
1.3818467802020677e-19,0.00025000000000000006
1.2691657509670177e-19,0.00026000000000000003
1.5835732970034658e-19,0.00027000000000000006
1.1800641601829505e-19,0.00028000000000000003
1.086437988039967e-19,0.00029000000000000006
1.2404596441235553e-19,0.00030000000000000003
1.3586952422854806e-19,0.00031000000000000005
1.1757731810904665e-19,0.00032
1.1129535796954606e-19,0.00033000000000000005
8.62711730366525e-20,0.0003400000000000001
1.5000871176958404e-19,0.00035000000000000005
2.1042672843959666e-19,0.0003600000000000001
1.2908575672853644e-19,0.00037000000000000005
1.0522630118562313e-19,0.0003800000000000001
2.2204924000635167e-19,0.00039000000000000005
1.892770343740147e-19,0.0004000000000000001
2.2938487372202947e-19,0.00041000000000000005
1.013415255879839e-19,0.00042000000000000007
2.0335969573629716e-19,0.00043000000000000004
2.1037555652423323e-19,0.00044000000000000007
1.8867191180017866e-19,0.00045000000000000004
2.0130964706880937e-19,0.00046000000000000007
1.0330976064044446e-19,0.00047000000000000004
5.796255042949878e-20,0.00048000000000000007
1.0457100959045125e-19,0.0004900000000000001
5.496617667440982e-20,0.0005000000000000001
3.235713300099097e-20,0.00051
3.016779382820437e-20,0.0005200000000000001
8.11682999782737e-20,0.0005300000000000001
1.2707993400031092e-19,0.0005400000000000001
6.813411266037096e-20,0.00055
5.010541697882492e-20,0.0005600000000000001
2.138786317949553e-20,0.0005700000000000001
6.638744220810027e-20,0.0005800000000000001
1.1337874693905086e-19,0.00059
7.956830965156914e-20,0.0006000000000000001
8.537474799064171e-20,0.0006100000000000001
1.0130089735430515e-19,0.0006200000000000001
1.552942738745563e-20,0.00063
6.851159183467911e-20,0.00064
9.042765785797288e-20,0.0006500000000000001
9.294454464767182e-20,0.0006600000000000001
6.793066853667543e-20,0.0006700000000000001
7.826294870369797e-20,0.00068
6.397592124497517e-20,0.0006900000000000001
7.340191578495948e-20,0.0007000000000000001
3.0509479639620784e-20,0.0007100000000000001
4.6500041393967014e-20,0.00072
4.954297827328045e-20,0.0007300000000000001
2.4245950236117722e-20,0.0007400000000000001
2.1062783643774838e-20,0.0007500000000000001
6.4838801861909676e-21,0.00076
3.195148333720182e-20,0.0007700000000000001
3.8943510480037944e-20,0.0007800000000000001
2.757962955963486e-20,0.0007900000000000001
3.458941383106325e-20,0.0008
3.434055693284114e-20,0.0008100000000000001
2.6557039759354233e-20,0.0008200000000000001
3.3529311976650837e-20,0.0008300000000000001
3.723278526742128e-21,0.0008400000000000001
2.5577890098000038e-20,0.0008500000000000001
3.452005196173369e-21,0.0008600000000000001
3.544533004751803e-20,0.0008700000000000001
3.823896512260015e-20,0.0008800000000000001
1.371224075497514e-20,0.0008900000000000001
2.852998678418404e-20,0.0009000000000000001
3.290073601796439e-20,0.0009100000000000001
2.6108890661238507e-20,0.0009200000000000001
1.674796431734972e-20,0.00093
1.918714534045057e-20,0.0009400000000000001
1.9851351640849442e-21,0.0009500000000000001
4.817049529652875e-21,0.0009600000000000001
1.104926038290477e-20,0.0009700000000000002
2.3179781749890795e-20,0.00098
