time,a (pc),e,f_orb,delta_f_orb
0.0,0.01,0.9995,7.014332979733576e-10,4.660168895367702e-15
10000.0,0.009560418050523937,0.9994769002552698,7.503623827171993e-10,5.122446054712473e-15
20000.0,0.00913027498498475,0.9994522496823243,8.040084106812275e-10,5.616261751001681e-15
30000.0,0.008710049217679105,0.9994258159957049,8.628900575555903e-10,6.1710049410873905e-15
40000.0,0.008299730588964006,0.9993974341964035,9.276633216241004e-10,6.796356654140382e-15
50000.0,0.00789930347654916,0.9993668890890368,9.990867058906847e-10,7.502865238779816e-15
60000.0,0.007508892929948023,0.9993338654867409,1.078009308578614e-09,8.296770982769922e-15
70000.0,0.00712868113439522,0.999298128834316,1.165393508950014e-09,9.199455096049815e-15
80000.0,0.006758835470710014,0.9992594243015869,1.262346460494092e-09,1.021240820957531e-14
90000.0,0.0063995359004455285,0.9992175045434843,1.3701359416555016e-09,1.1371097988363e-14
100000.0,0.00605096034961481,0.9991718842558248,1.490218387926972e-09,1.2676949712171196e-14
110000.0,0.005713164750970217,0.999122437085249,1.624318746282632e-09,1.4177223901515718e-14
120000.0,0.005385998357170879,0.9990685276946618,1.774545150089127e-09,1.5904942248548634e-14
130000.0,0.005069562024423163,0.9990097888853295,1.943259131959035e-09,1.7883694656212946e-14
140000.0,0.0047633640116011775,0.9989456918281936,2.1336133588382212e-09,2.0334553716733706e-14
150000.0,0.004465670907326308,0.9988753230224261,2.350478624255009e-09,2.312597567807103e-14
160000.0,0.004177584320492349,0.998797629325881,2.5977571083376173e-09,2.6418828879989548e-14
170000.0,0.003899241203775484,0.9987115807292625,2.8808206862779577e-09,3.0290891405291704e-14
180000.0,0.0036308787720542484,0.9986154547942951,3.2060386616145813e-09,3.488707414690213e-14
190000.0,0.0033725259372786344,0.9985083835236505,3.581404961760246e-09,4.034708330743452e-14
200000.0,0.0031242703203349965,0.9983889365390267,4.016645224791807e-09,4.689496689058387e-14
210000.0,0.0028861606957930924,0.9982541719417779,4.523823126350499e-09,5.479241365952081e-14
220000.0,0.002658136735030289,0.9981027541359112,5.118237123694982e-09,6.441235290832207e-14
230000.0,0.002440145399555496,0.997931659629909,5.819193797647359e-09,7.618987906417728e-14
240000.0,0.00223216808215009,0.9977363777923266,6.651139209628912e-09,9.071703724795927e-14
250000.0,0.0020342048560974264,0.997512806871902,7.645296774285016e-09,1.0878227777112207e-13
260000.0,0.001846183579685915,0.9972569552102778,8.842479316947984e-09,1.316109255410882e-13
270000.0,0.0016679001546581517,0.9969609329971346,1.0297488251644368e-08,1.6049761177063047e-13
280000.0,0.001499578353064031,0.9966157282904587,1.2079045986025548e-08,1.9725488943400703e-13
290000.0,0.0013412643963403934,0.9962114974054506,1.4279558627981877e-08,2.459752143359728e-13
300000.0,0.0011915921911371118,0.9957353532922538,1.705276887335804e-08,3.1181946722270034e-13
310000.0,0.0010508420932873533,0.9951629734241743,2.0591130321289027e-08,4.0030942468766824e-13
320000.0,0.0009192229470931788,0.9944641290956179,2.516837015343984e-08,5.215628434381483e-13
330000.0,0.0007968691870078535,0.9936044930293736,3.118213356887585e-08,6.9081030173565e-13
340000.0,0.0006838111997348695,0.9925347807973529,3.922672620926873e-08,9.332297936226058e-13
350000.0,0.0005799535388593308,0.9911828803634468,5.0222297268149756e-08,1.2894338426297407e-12
353274.39307265513,0.0005479430675350819,0.9906619656189778,5.4686889676815456e-08,1.441013714296651e-12
354274.39307265513,0.0005383635673517724,0.9904926530997128,5.615298986780503e-08,1.4915921816996316e-12
355274.39307265513,0.0005288759917678011,0.99031923690735,5.7670750009100436e-08,1.544353765668723e-12
356274.39307265513,0.0005194803407831681,0.9901417170418891,5.9242408088184196e-08,1.5994093551053163e-12
357274.39307265513,0.0005101766143978733,0.9899600935033301,6.087031615206682e-08,1.6568762527633927e-12
358274.39307265513,0.0005009648126119167,0.9897743662916731,6.255694692406067e-08,1.716878586080356e-12
359274.39307265513,0.0004918449354252983,0.989584535406918,6.430490084539424e-08,1.7795477464099375e-12
360274.39307265513,0.00048281220327383174,0.989386966374122,6.611789535280042e-08,1.846571657373994e-12
361274.39307265513,0.0004738680255635018,0.9891827309334132,6.799864682724811e-08,1.9155156389547407e-12
362274.39307265513,0.00046501410578227094,0.9889731244506611,6.994991450868309e-08,1.9876351832521673e-12
363274.39307265513,0.0004562504439301392,0.9887581469258655,7.197495939233876e-08,2.0631030610058934e-12
364274.39307265513,0.00044757704000710657,0.9885377983590262,7.407722055590648e-08,2.1421027970446557e-12
365274.39307265513,0.000438993894013173,0.9883120787501436,7.626032628148917e-08,2.2248294157547105e-12
366274.39307265513,0.0004305010059483385,0.9880809880992175,7.852810595123252e-08,2.3114902436832567e-12
367274.39307265513,0.0004220976262086733,0.9878421946874286,8.088481823987166e-08,2.402955209647213e-12
368274.39307265513,0.0004137827565539162,0.9875925933875062,8.333506832963957e-08,2.4983974225869454e-12
369274.39307265513,0.00040555759373566,0.9873359068162897,8.58830723107101e-08,2.5985111960048884e-12
370274.39307265513,0.0003974221377539046,0.9870721349737793,8.853363502435997e-08,2.7035662202813036e-12
371274.39307265513,0.00038937638860865007,0.9868012778599747,9.129183977607928e-08,2.813849959909348e-12
372274.39307265513,0.0003814203462998964,0.9865233354748761,9.416306675145144e-08,2.9296689548685534e-12
373274.39307265513,0.0003735540108276436,0.9862383078184834,9.715301278405339e-08,3.05135022472752e-12
374274.39307265513,0.0003657773821918916,0.9859461948907968,1.0026771258263504e-07,3.1792427846608383e-12
375274.39307265513,0.0003580876946342704,0.9856370399136293,1.035147607960576e-07,3.315132609911132e-12
376274.39307265513,0.0003504870354778779,0.9853183572863998,1.0690018123916467e-07,3.4570590848032758e-12
377274.39307265513,0.00034297541745912426,0.9849901928604063,1.104312246771737e-07,3.6064606925028905e-12
378274.39307265513,0.0003355528405780093,0.9846525466356487,1.1411559502920717e-07,3.76380071189683e-12
379274.39307265513,0.0003282193048345332,0.984305418612127,1.179614756069778e-07,3.9295750894577995e-12
380274.39307265513,0.0003209748102286958,0.9839488087898413,1.2197756303650517e-07,4.104314983956322e-12
381274.39307265513,0.0003138193567604972,0.9835827171687915,1.2617310382993684e-07,4.288589525022054e-12
382274.39307265513,0.00030675171876510675,0.9831982185071031,1.3055871632073427e-07,4.484379478317494e-12
383274.39307265513,0.00029977203289173563,0.9827963078788212,1.3514491484401247e-07,4.69009215582758e-12
384274.39307265513,0.00029288091172154204,0.9823814460752391,1.3994254793740599e-07,4.907383004885413e-12
385274.39307265513,0.0002860783552545259,0.9819536330963572,1.449635708110653e-07,5.137016005507812e-12
386274.39307265513,0.00027936436349068725,0.9815128689421749,1.5022073077700525e-07,5.379812184480618e-12
387274.39307265513,0.00027273893643002615,0.9810591536126927,1.5572762659463412e-07,5.636654282007313e-12
388274.39307265513,0.0002662020740725425,0.9805924871079102,1.6149877268192217e-07,5.908491822154117e-12
389274.39307265513,0.00025975339604574285,0.9801090407164207,1.6755003664230367e-07,6.198318105192468e-12
390274.39307265513,0.00025339139215052505,0.9795936132430051,1.7389960367244752e-07,6.504091790136873e-12
391274.39307265513,0.000247117438615211,0.9790600573746089,1.8056405022620811e-07,6.82830359690343e-12
392274.39307265513,0.00024093153543980068,0.9785083731112316,1.8756245390068192e-07,7.172250143834281e-12
393274.39307265513,0.00023483368262429413,0.9779385604528736,1.949152393454834e-07,7.537330415479642e-12
394274.39307265513,0.00022882388016869136,0.9773506193995348,2.0264428493196952e-07,7.925054500192646e-12
395274.39307265513,0.00022290212807299232,0.9767445499512151,2.1077303853808285e-07,8.337053094686039e-12
396274.39307265513,0.00021706842633719705,0.9761203521079146,2.1932664324754145e-07,8.77508784003113e-12
397274.39307265513,0.00021132195392005055,0.9754630092175957,2.283334045232612e-07,9.243141492451569e-12
398274.39307265513,0.00020566294842792274,0.9747768670450526,2.3782214513710588e-07,9.740043222709503e-12
399274.39307265513,0.00020009163846098523,0.9740661066338216,2.4782377484451137e-07,1.0269342051208324e-11
400274.39307265513,0.0001946080240192381,0.9733307279839031,2.5837189117215556e-07,1.0833473529284787e-11
401274.39307265513,0.00018921210510268127,0.9725707310952968,2.695026266284228e-07,1.1435075070441249e-11
402274.39307265513,0.00018389566859417105,0.9717837406078292,2.812737014310163e-07,1.2150522720312531e-11
403274.39307265513,0.00017862850097943641,0.9709592819327901,2.9380572090385885e-07,1.2914003225442468e-11
404274.39307265513,0.00017342859199283986,0.9700970508826647,3.0711804265264074e-07,1.3720313500822911e-11
405274.39307265513,0.00016830013148360506,0.9691936498713682,3.2126224926322455e-07,1.4582176278312548e-11
406274.39307265513,0.00016324308802054336,0.9682484179538148,3.36305659733269e-07,1.551538279780572e-11
407274.39307265513,0.00015825848502179894,0.9672566527403829,3.5231884421120307e-07,1.6525481394304605e-11
408274.39307265513,0.00015334615556168477,0.9662176302995991,3.693831153193755e-07,1.7618267942684495e-11
409274.39307265513,0.0001485065453158482,0.9651269305382851,3.8758591445423724e-07,1.8804878185361986e-11
410274.39307265513,0.00014374332615828397,0.9639725476366419,4.0700977865587744e-07,2.0067335350985692e-11
411274.39307265513,0.00013905614706990818,0.9627557282203251,4.27760905790923e-07,2.1455829134247832e-11
412274.39307265513,0.00013444385002171695,0.9614805849679148,4.4996109760895586e-07,2.296770681366958e-11
413274.39307265513,0.00012990643501371025,0.9601471178794111,4.7374035538145453e-07,2.4616492427406735e-11
414274.39307265513,0.00012544730115607728,0.958723823755585,4.992227806012638e-07,2.6388064456250252e-11
415274.39307265513,0.00012106510621047436,0.9572231425585432,5.265721641159661e-07,2.834185376950434e-11
416274.39307265513,0.00011675944890272071,0.9556487933264344,5.559661160614286e-07,3.048075178962626e-11
417274.39307265513,0.00011253030569976403,0.9540001834896046,5.87600464674451e-07,3.283649591026042e-11
418274.39307265513,0.00010837600300286013,0.9522351713055389,6.217083264172961e-07,3.542297722165532e-11
419274.39307265513,0.00010429739101061526,0.9503751650424234,6.58530981075e-07,3.82714362489873e-11
420274.39307265513,0.00010029446972302943,0.9484201647002579,6.983464001970107e-07,4.141465017178308e-11
421274.39307265513,9.636744403533034e-05,0.9463173526657368,7.41465363058452e-07,4.488711096214835e-11
422274.39307265513,9.251621323688135e-05,0.9440926899899117,7.882420620701514e-07,4.8736678094103155e-11
423274.39307265513,8.87407760031132e-05,0.9417465181184318,8.390764756403555e-07,5.301197018287629e-11
424274.39307265513,8.503554069016518e-05,0.9392253412985064,8.945109522344196e-07,5.789842771591756e-11
425274.39307265513,8.140252350688272e-05,0.9365484487789971,9.550576244380283e-07,6.33028450486425e-11
426274.39307265513,7.784152593014925e-05,0.9336847247383236,1.0213377100604225e-06,6.938324421612757e-11
427274.39307265513,7.435228587197469e-05,0.9306093136486139,1.0940694497554785e-06,7.622420297106284e-11
428274.39307265513,7.093477927328949e-05,0.9273327893492186,1.1740796106228143e-06,8.399371856628286e-11
429274.39307265513,6.758706963809442e-05,0.9237905090980869,1.2623824631651015e-06,9.28094399989621e-11
430274.39307265513,6.430968958405999e-05,0.9199944137364321,1.360102874995419e-06,1.0288343068045008e-10
431274.39307265513,6.110160848582996e-05,0.9158714065379492,1.46861315458522e-06,1.144123196223596e-10
432274.39307265513,5.7964030085431795e-05,0.9114345080012329,1.5894560318061188e-06,1.2749217227548648e-10
433274.39307265513,5.490148455421238e-05,0.90660846453148,1.7242897496293723e-06,1.4254952790024323e-10
434274.39307265513,5.191165343644981e-05,0.9013620462062836,1.8753791610261517e-06,1.600888575917136e-10
435274.39307265513,4.899370753058763e-05,0.895651557594366,2.0453890215367887e-06,1.8047674460371313e-10
436274.39307265513,4.6149486320604455e-05,0.88936754754355,2.237361041334381e-06,2.0417959011137082e-10
437274.39307265513,4.337811103039108e-05,0.8825132349668309,2.4551635313050227e-06,2.3228704126271424e-10
438274.39307265513,4.067801445704729e-05,0.8749742882279068,2.703626901422482e-06,2.6564423557480767e-10
439274.39307265513,3.8045028141755953e-05,0.866647355044754,2.9890935956531234e-06,3.0691643737469073e-10
440274.39307265513,3.5469899863748236e-05,0.8573889082148677,3.320446101026623e-06,3.5767925600505013e-10
441274.39307265513,3.2948262506419905e-05,0.8470252834395494,3.7088357659461807e-06,4.2170960945408096e-10
442274.39307265513,3.047413355981594e-05,0.8353319439276269,4.169551368324984e-06,5.021320099898429e-10
443274.39307265513,2.805424737259207e-05,0.822016723075173,4.720504819597012e-06,6.040872740724866e-10
443374.39307265513,2.7815197204416378e-05,0.8205870042082465,4.78148902798546e-06,6.157636805631774e-10
443474.39307265513,2.7576685365349402e-05,0.8191384174530223,4.843655897278615e-06,6.277452008736505e-10
443574.39307265513,2.7338712871734365e-05,0.8176707093275026,4.907036437751709e-06,6.40041981405752e-10
443674.39307265513,2.7101280739914514e-05,0.8161836263496893,4.971662694556415e-06,6.526645806267633e-10
443774.39307265513,2.6864157856598282e-05,0.8146701561699882,5.037633083476906e-06,6.664322868020137e-10
443874.39307265513,2.6627495984788553e-05,0.8131344345637821,5.104942876563701e-06,6.799624726712758e-10
443974.39307265513,2.639131105012399e-05,0.8115766421597543,5.173624809447094e-06,6.938813391756937e-10
444074.39307265513,2.6155599263387343e-05,0.8099963855534582,5.243718464656062e-06,7.082034299599101e-10
444174.39307265513,2.5920356835361368e-05,0.8083932713404463,5.315264912011176e-06,7.229439598888156e-10
444274.39307265513,2.568557997682882e-05,0.8067669061162714,5.388306777554135e-06,7.381188519451503e-10
444374.39307265513,2.545126489857246e-05,0.8051168964764867,5.462888316284922e-06,7.537447765377625e-10
444474.39307265513,2.5217407811375024e-05,0.8034428490166446,5.539055488951376e-06,7.698391933001427e-10
444574.39307265513,2.4984004926019286e-05,0.8017443703322983,5.616856043153923e-06,7.864203956452047e-10
444674.39307265513,2.475105245328799e-05,0.8000210670190007,5.696339599047732e-06,8.035075582347049e-10
444774.39307265513,2.45185466039639e-05,0.7982725456723043,5.7775577399456476e-06,8.211207875894619e-10
444874.39307265513,2.4286483588829758e-05,0.7964984128877622,5.860564108148125e-06,8.392632828826136e-10
444974.39307265513,2.4054884965939024e-05,0.794688872201447,5.945405109092165e-06,8.579026845121355e-10
445074.39307265513,2.3823727948233595e-05,0.7928505778248164,6.03214533972697e-06,8.771949581292898e-10
445174.39307265513,2.359300904769718e-05,0.7909830246170946,6.120844934163897e-06,8.971002079096667e-10
445274.39307265513,2.3362724953148034e-05,0.7890856418373398,6.2115664334104184e-06,9.176437639271673e-10
445374.39307265513,2.3132872353404396e-05,0.7871578587446103,6.304374974774433e-06,9.38852247684476e-10
445474.39307265513,2.2903447937284504e-05,0.7851991045979646,6.399338424850861e-06,9.60753650649955e-10
445574.39307265513,2.2674448393606608e-05,0.7832088086564605,6.496527520633433e-06,9.833774183714043e-10
445674.39307265513,2.2445870411188955e-05,0.7811864001791567,6.59601601932988e-06,1.0067545405741089e-09
445774.39307265513,2.2217710678849778e-05,0.7791313084251114,6.697880857505835e-06,1.0309176477624058e-09
445874.39307265513,2.1989965885407337e-05,0.7770429626533828,6.802202320234036e-06,1.0559011149117631e-09
445974.39307265513,2.1762632719679858e-05,0.7749207921230289,6.9090642209818415e-06,1.0817411727138523e-09
446074.39307265513,2.1535709566005148e-05,0.7727636376069656,7.018553264168643e-06,1.1083589808564377e-09
446174.39307265513,2.1309217694972023e-05,0.7705623964478039,7.130748501303309e-06,1.1359799329170532e-09
446274.39307265513,2.1083136351853105e-05,0.7683225522640035,7.245753450649419e-06,1.164570077453645e-09
446374.39307265513,2.0857463114592387e-05,0.7660432257141301,7.363667197270085e-06,1.1941735729204027e-09
446474.39307265513,2.0632195561133844e-05,0.7637235374567485,7.484593363647051e-06,1.2248370608104842e-09
446574.39307265513,2.0407331269421463e-05,0.7613626081504243,7.608640366130341e-06,1.2566098323207596e-09
446674.39307265513,2.018286781739922e-05,0.7589595584537226,7.735921688689391e-06,1.28954400802444e-09
446774.39307265513,1.9958802783011102e-05,0.7565135090252089,7.86655617532627e-06,1.3236947317975766e-09
446874.39307265513,1.9735133744201085e-05,0.754023580523448,8.000668342634216e-06,1.3591203801776534e-09
446974.39307265513,1.9511824810057466e-05,0.7514867877776098,8.13840965393516e-06,1.3969294717065898e-09
447074.39307265513,1.928874664727961e-05,0.7488942663083074,8.280000545564894e-06,1.4355258037628097e-09
447174.39307265513,1.9065997614830224e-05,0.7462514778224489,8.425527046327665e-06,1.4756702837288795e-09
447274.39307265513,1.8843569373316665e-05,0.743557170665261,8.575147958910738e-06,1.517444334755966e-09
447374.39307265513,1.8621453583346294e-05,0.7408100931819698,8.729030487467596e-06,1.5609346819386773e-09
447474.39307265513,1.839964190552647e-05,0.7380089937178017,8.887350787966305e-06,1.6062337655129805e-09
447574.39307265513,1.8178126000464546e-05,0.7351526206179831,9.050294561687033e-06,1.6534401916047848e-09
447674.39307265513,1.795689752876789e-05,0.7322397222277404,9.218057695821945e-06,1.7026592246474636e-09
447774.39307265513,1.773594815104385e-05,0.7292690468922997,9.39084695554652e-06,1.7540033256272463e-09
447874.39307265513,1.751526297387375e-05,0.7262390406070096,9.568886103257722e-06,1.807914808877757e-09
447974.39307265513,1.7294745750981724e-05,0.7231443964028322,9.752480840558324e-06,1.8650124174081627e-09
448074.39307265513,1.7074339800217985e-05,0.7199816324802584,9.94192536053143e-06,1.924969384633617e-09
448174.39307265513,1.6854010115880418e-05,0.7167482670161673,1.0137514845256171e-05,1.9879749857701042e-09
448274.39307265513,1.663372169226692e-05,0.7134418181874388,1.0339564157622084e-05,2.0542339561501117e-09
