1-e,a_decay_dominate
3.5111917342151275e-06,0.16310168067557126
4.037017258596558e-06,0.1479701650309165
4.641588833612782e-06,0.13426747200402622
5.336699231206313e-06,0.12185824885875796
6.1359072734131755e-06,0.11061998199862487
7.0548023107186455e-06,0.10044177898329655
8.111308307896873e-06,0.09122326607530816
9.3260334688322e-06,0.08287359036080408
1.072267222010323e-05,0.07531051651355304
1.2328467394420658e-05,0.06845960922412127
1.4174741629268048e-05,0.062253493153115444
1.6297508346206434e-05,0.05663118305233691
1.873817422860383e-05,0.05153747738285898
2.1544346900318867e-05,0.046922409396068586
2.477076355991714e-05,0.042740750213630795
2.8480358684358048e-05,0.03895155895794755
3.274549162877732e-05,0.035517775450641983
3.7649358067924715e-05,0.03240585142144824
4.328761281083062e-05,0.02958541655299047
4.977023564332114e-05,0.027028976030930796
5.72236765935022e-05,0.02471163658709465
6.579332246575683e-05,0.02261085830695182
7.56463327554629e-05,0.020706229734760873
8.697490026177834e-05,0.018979264049072412
0.0001,0.017413214300259966
0.00011497569953977356,0.015992905908206
0.00013219411484660288,0.014704584808947662
0.0001519911082952933,0.013535779820978283
0.00017475284000076848,0.012475177974322503
0.00020092330025650479,0.011512511708714493
0.00023101297000831605,0.010638457001004098
0.00026560877829466864,0.009844541620378584
0.0003053855508833416,0.009123062828360005
0.0003511191734215131,0.008467013929184959
0.0004037017258596554,0.007870019125895822
0.0004641588833612782,0.007326276140483647
0.0005336699231206312,0.00683050601007831
0.0006135907273413176,0.006377909381604568
0.0007054802310718645,0.005964128511578203
0.0008111308307896872,0.005585214063604728
0.0009326033468832199,0.005237595716345689
0.0010722672220103231,0.00491805558038003
0.0012328467394420659,0.004623703491754079
0.0014174741629268048,0.004351953403753464
0.001629750834620645,0.004100500316237531
0.001873817422860385,0.003866282881860816
0.0021544346900318843,0.0036505334474554933
0.0024770763559917113,0.003448610148829872
0.002848035868435802,0.0032601204743157213
0.0032745491628777285,0.0030838274365789647
0.0037649358067924675,0.002918644157374968
0.004328761281083062,0.0027636152879128412
0.004977023564332114,0.002617899994062798
0.00572236765935022,0.002480756605249751
0.006579332246575682,0.0023515289481791826
0.007564633275546291,0.002229634320714386
0.008697490026177835,0.0021145530127192878
0.01,0.0020058192488120676
0.011497569953977356,0.0019030134079475675
0.013219411484660288,0.0018057553701083479
0.01519911082952933,0.0017136988403373037
0.017475284000076828,0.0016265265070399887
0.02009233002565046,0.0015439459031314589
0.02310129700083158,0.001465685848865017
0.026560877829466895,0.0013914933663620253
0.030538555088334186,0.001321130966939184
0.03511191734215135,0.0012543742282528781
0.04037017258596558,0.0011910095839987454
0.04641588833612782,0.0011308322695717135
0.05336699231206313,0.0010736443722121386
0.061359072734131756,0.0010192529362312132
0.07054802310718646,0.0009674680687690496
0.08111308307896872,0.0009181009736522175
0.093260334688322,0.000870961825120423
0.10722672220103231,0.0008258573825518018
0.12328467394420659,0.0007825882261287643
0.14174741629268048,0.0007409454679920112
0.16297508346206435,0.0007007067219467903
0.1873817422860383,0.0006616309945148514
0.21544346900318867,0.0006234519656301396
0.2477076355991714,0.0005858688161058807
0.2848035868435805,0.0005485332214916133
0.3274549162877732,0.0005110301366482075
0.37649358067924715,0.0004728480555615742
0.43287612810830617,0.00043333040855543037
0.49770235643321137,0.0003915906699128663
0.572236765935022,0.0003463507390815781
0.6579332246575682,0.000295594100165691
0.7564633275546291,0.00023567128554211506
0.8697490026177834,0.00015807083384041082
