1-e,a_decay_dominate
3.5111917342151275e-06,0.15846448367557536
4.037017258596558e-06,0.14343062858486197
4.641588833612782e-06,0.12982306669707488
5.336699231206313e-06,0.11750648261822547
6.1359072734131755e-06,0.10635839857382065
7.0548023107186455e-06,0.09626795651676712
8.111308307896873e-06,0.08713481573394635
9.3260334688322e-06,0.07886815504540218
1.072267222010323e-05,0.07138576964809099
1.2328467394420658e-05,0.06461325372647196
1.4174741629268048e-05,0.05848326048144701
1.6297508346206434e-05,0.05293483239023706
1.873817422860383e-05,0.047912795160168394
2.1544346900318867e-05,0.04336720924659826
2.477076355991714e-05,0.03925287192296475
2.8480358684358048e-05,0.035528870481797675
3.274549162877732e-05,0.03215817266880442
3.7649358067924715e-05,0.029107259808556513
4.328761281083062e-05,0.026345793277128396
4.977023564332114e-05,0.023846312618990683
5.72236765935022e-05,0.0215839626984791
6.579332246575683e-05,0.019536246372389255
7.56463327554629e-05,0.01768280091804106
8.697490026177834e-05,0.016005195413811214
0.0001,0.014486747534255578
0.00011497569953977356,0.013112357636554961
0.00013219411484660288,0.011868358739730961
0.0001519911082952933,0.01074237999052171
0.00017475284000076848,0.009723224880440112
0.00020092330025650479,0.008800758685398024
0.00023101297000831605,0.007965808284826077
0.00026560877829466864,0.007210070885395985
0.0003053855508833416,0.006526031281399317
0.0003511191734215131,0.005906887329228823
0.0004037017258596554,0.0053464822097171695
0.0004641588833612782,0.004839243199444082
0.0005336699231206312,0.004380126273271239
0.0006135907273413176,0.0039645659275715575
0.0007054802310718645,0.0035884298059300685
0.0008111308307896872,0.00324797755855216
0.0009326033468832199,0.0029398238500147156
0.0010722672220103231,0.0026609042487624654
0.0012328467394420659,0.0024084452353032772
0.0014174741629268048,0.0021799363633600603
0.001629750834620645,0.0019731053604762103
0.001873817422860385,0.0017858955193333853
0.0021544346900318843,0.0016164452601575862
0.0024770763559917113,0.0014630695973841554
0.002848035868435802,0.0013242434144256432
0.0032745491628777285,0.0011985862707582255
0.0037649358067924675,0.0010848486913687737
0.004328761281083062,0.0009818997233259866
0.004977023564332114,0.0008887157400610142
0.00572236765935022,0.000804370144526441
0.006579332246575682,0.0007280243382712149
0.007564633275546291,0.0006589192156672682
0.008697490026177835,0.0005963676964542608
0.01,0.0005397478777054953
0.011497569953977356,0.0004884968498481614
0.013219411484660288,0.00044210509943797975
0.01519911082952933,0.0004001114427519891
0.017475284000076828,0.00036209844026643636
0.02009233002565046,0.00032768824572724576
0.02310129700083158,0.0002965388490771391
0.026560877829466895,0.0002683406756637772
0.030538555088334186,0.0002428135075422193
0.03511191734215135,0.0002197036973346325
0.04037017258596558,0.00019878164516101799
0.04641588833612782,0.0001798395146314788
0.05336699231206313,0.0001626891649680406
0.061359072734131756,0.00014716027717084302
0.07054802310718646,0.0001330986583768642
0.08111308307896872,0.00012036470194620125
0.093260334688322,0.00010883199206363277
0.10722672220103231,9.838603464694261e-05
0.12328467394420659,8.892310081658466e-05
0.14174741629268048,8.03491671346772e-05
0.16297508346206435,7.257893836818492e-05
0.1873817422860383,6.553492989153764e-05
0.21544346900318867,5.914658700370585e-05
0.2477076355991714,5.334940039970436e-05
0.2848035868435805,4.80839535742795e-05
0.3274549162877732,4.329478477152037e-05
0.37649358067924715,3.8928833352150786e-05
0.43287612810830617,3.493298331322264e-05
0.49770235643321137,3.1249579476284006e-05
0.572236765935022,2.7807025349267176e-05
0.6579332246575682,2.4496837853406216e-05
0.7564633275546291,2.1104846908506337e-05
0.8697490026177834,1.7013025110644597e-05
