hc,f
2.293076842107186e-18,1e-05
4.848417435060554e-18,2e-05
7.101934994629016e-18,3.0000000000000004e-05
6.273966989522032e-18,4e-05
6.351582902971559e-18,5e-05
6.884801490081208e-18,6e-05
7.264481769480912e-18,7.000000000000001e-05
7.328339707388256e-18,8e-05
6.0940380639423725e-18,9e-05
7.492056569809498e-18,0.0001
6.4111956687930425e-18,0.00011
6.572830472631342e-18,0.00012
6.201727345637632e-18,0.00013000000000000002
5.417122788033627e-18,0.00014000000000000001
4.55514347801574e-18,0.00015000000000000001
6.124662082276166e-18,0.00016
4.908124066404462e-18,0.00017
2.8940905258495327e-18,0.00018
4.630274274807487e-18,0.00019
5.141208302825604e-18,0.0002
2.7232447747710063e-18,0.00021
4.132137266929161e-18,0.00022
4.187141373879279e-18,0.00023
3.3455576588896338e-18,0.00024
4.13511349762575e-18,0.00025000000000000006
2.6705732229540023e-18,0.00026000000000000003
3.0508937803153935e-18,0.00027000000000000006
3.1563317463290518e-18,0.00028000000000000003
1.3808102894293558e-18,0.00029000000000000006
2.375976002727221e-18,0.00030000000000000003
2.156661135474086e-18,0.00031000000000000005
3.2852079286848907e-18,0.00032
1.654979869307402e-18,0.00033000000000000005
3.3920342235881553e-18,0.0003400000000000001
2.074834267826254e-18,0.00035000000000000005
1.5862691340338283e-18,0.0003600000000000001
1.97953699123899e-18,0.00037000000000000005
5.448248843075269e-19,0.0003800000000000001
6.851880820288986e-19,0.00039000000000000005
8.862404533884796e-19,0.0004000000000000001
1.6916680023230477e-18,0.00041000000000000005
1.532181202369096e-18,0.00042000000000000007
6.714210564564599e-19,0.00043000000000000004
3.859022825195822e-18,0.00044000000000000007
3.152283399320188e-19,0.00045000000000000004
6.428873210930829e-19,0.00046000000000000007
6.847716844922921e-19,0.00047000000000000004
4.316817188251075e-18,0.00048000000000000007
4.19569199757001e-18,0.0004900000000000001
4.204760457179513e-18,0.0005000000000000001
5.344540431379863e-19,0.00051
1.3804117752974685e-18,0.0005200000000000001
1.2422268706649258e-19,0.0005300000000000001
5.577599160439365e-19,0.0005400000000000001
3.2112102316612795e-19,0.00055
5.470580313968266e-19,0.0005600000000000001
6.671686743963619e-20,0.0005700000000000001
2.7190319051860963e-19,0.0005800000000000001
2.634819408877893e-19,0.00059
3.1604695525658943e-19,0.0006000000000000001
1.9675355530495696e-19,0.0006100000000000001
3.367396252316456e-19,0.0006200000000000001
1.424792233660725e-19,0.00063
4.798629141080469e-19,0.00064
3.094690240721733e-20,0.0006500000000000001
1.3114175635967809e-18,0.0006600000000000001
3.2795937572719657e-20,0.0006700000000000001
2.128421526102244e-19,0.00068
5.010295505341342e-19,0.0006900000000000001
1.1986927277200222e-19,0.0007000000000000001
1.2891240087176859e-18,0.0007100000000000001
1.2898319885584377e-18,0.00072
1.2872511515384259e-18,0.0007300000000000001
1.2841747278571902e-18,0.0007400000000000001
1.277871531763274e-18,0.0007500000000000001
1.1066950002879964e-20,0.00076
5.534308964672872e-20,0.0007700000000000001
8.39878935621316e-21,0.0007800000000000001
1.6088582466117726e-20,0.0007900000000000001
2.6425990052706145e-20,0.0008
