hc,f
4.70259233289033e-18,1e-05
6.326294157844342e-18,2e-05
7.615663337007899e-18,3.0000000000000004e-05
9.656114000846928e-18,4e-05
9.973618776356609e-18,5e-05
9.494863675817428e-18,6e-05
9.793714626495632e-18,7.000000000000001e-05
1.0793614625967994e-17,8e-05
1.1678437474286611e-17,9e-05
1.043508502624763e-17,0.0001
8.526988588304612e-18,0.00011
8.157864604872142e-18,0.00012
9.45482135410706e-18,0.00013000000000000002
7.429442618340526e-18,0.00014000000000000001
7.906884233255707e-18,0.00015000000000000001
5.735168919276111e-18,0.00016
6.228095440641684e-18,0.00017
5.864745863822895e-18,0.00018
4.460965640281325e-18,0.00019
4.792431231415774e-18,0.0002
4.078956900305892e-18,0.00021
6.445759745708748e-18,0.00022
6.31270146410773e-18,0.00023
5.793501171590365e-18,0.00024
5.8887725799657146e-18,0.00025000000000000006
5.339071721443533e-18,0.00026000000000000003
4.824530090834937e-18,0.00027000000000000006
5.3763585983504325e-18,0.00028000000000000003
4.2075566182454344e-18,0.00029000000000000006
4.324170110286709e-18,0.00030000000000000003
3.678951228301553e-18,0.00031000000000000005
4.405990530563315e-18,0.00032
4.266758425408926e-18,0.00033000000000000005
3.9800799664168784e-18,0.0003400000000000001
4.093379371163122e-18,0.00035000000000000005
4.329776407607929e-18,0.0003600000000000001
4.125945199375067e-18,0.00037000000000000005
4.1697944722516416e-18,0.0003800000000000001
3.1289326489163934e-18,0.00039000000000000005
4.216346880624802e-18,0.0004000000000000001
2.4190950855326044e-18,0.00041000000000000005
3.3313465309109092e-18,0.00042000000000000007
3.682959761153905e-18,0.00043000000000000004
1.171179069921865e-18,0.00044000000000000007
1.1824043095611772e-18,0.00045000000000000004
1.0115283743117699e-18,0.00046000000000000007
1.2336912830428456e-18,0.00047000000000000004
1.1811252888420282e-18,0.00048000000000000007
8.775292251113066e-19,0.0004900000000000001
8.7967685143395e-19,0.0005000000000000001
1.0715421799332232e-18,0.00051
7.99050974973233e-19,0.0005200000000000001
1.1993941013183303e-18,0.0005300000000000001
6.096559711885554e-19,0.0005400000000000001
8.818282571709716e-19,0.00055
9.66677055802026e-19,0.0005600000000000001
7.520588245339676e-19,0.0005700000000000001
3.237715099631071e-19,0.0005800000000000001
7.293129971524012e-19,0.00059
6.978042848832361e-19,0.0006000000000000001
7.27548417185027e-19,0.0006100000000000001
5.214509581742266e-19,0.0006200000000000001
7.258006796647801e-19,0.00063
7.096969532231365e-19,0.00064
8.214393237678249e-19,0.0006500000000000001
1.501809370784784e-19,0.0006600000000000001
2.0556354235400702e-19,0.0006700000000000001
2.3289804152147457e-19,0.00068
1.8040882675211443e-19,0.0006900000000000001
1.572433831659236e-19,0.0007000000000000001
2.127752348431064e-19,0.0007100000000000001
6.506609502998983e-20,0.00072
1.2262214640712094e-19,0.0007300000000000001
1.7624202988666028e-19,0.0007400000000000001
1.344272189132477e-19,0.0007500000000000001
1.3662721133208135e-19,0.00076
1.4558311393323755e-19,0.0007700000000000001
1.4574450180846963e-19,0.0007800000000000001
1.4371464855723804e-19,0.0007900000000000001
1.2850596317317107e-19,0.0008
1.381045105654443e-19,0.0008100000000000001
1.3629065355434542e-19,0.0008200000000000001
9.96386672480457e-20,0.0008300000000000001
1.2473441955243964e-19,0.0008400000000000001
1.2967859199299267e-19,0.0008500000000000001
1.4283312457502828e-19,0.0008600000000000001
1.43788426056666e-19,0.0008700000000000001
2.92103087303799e-20,0.0008800000000000001
4.018126201227002e-20,0.0008900000000000001
4.126552722077977e-20,0.0009000000000000001
2.2136777152703766e-20,0.0009100000000000001
3.35033128584651e-20,0.0009200000000000001
2.4378815992772894e-20,0.00093
2.3433698121796102e-20,0.0009400000000000001
2.5539754854913185e-20,0.0009500000000000001
2.65358419754017e-20,0.0009600000000000001
2.72637560973987e-20,0.0009700000000000002
2.5206990564332038e-20,0.00098
2.235036291691274e-20,0.0009900000000000002
2.2156742266657236e-20,0.001
2.3865916065601143e-20,0.00101
2.3599030261865966e-20,0.00102
1.639103898606599e-20,0.00103
1.6546433246228617e-20,0.0010400000000000001
2.156280657132298e-20,0.0010500000000000002
2.1424901295476705e-20,0.0010600000000000002
2.3788337750702703e-20,0.0010700000000000002
2.3818105138929193e-20,0.00108
2.3016066067284564e-20,0.00109
6.11682434448201e-21,0.0011
6.200198888819409e-21,0.00111
4.30311990933292e-21,0.0011200000000000001
4.654623432047639e-21,0.0011300000000000001
4.622437672602776e-21,0.0011400000000000002
4.55963234809418e-21,0.0011500000000000002
4.5793233384270284e-21,0.0011600000000000002
4.414471373464057e-21,0.00117
4.421599945558106e-21,0.00118
3.838574938551567e-21,0.00119
3.78760494816504e-21,0.0012000000000000001
3.899554919308229e-21,0.0012100000000000001
3.895809070203097e-21,0.0012200000000000002
3.855087081307376e-21,0.0012300000000000002
2.678343280918888e-21,0.0012400000000000002
2.8198596679612837e-21,0.00125
3.529850459935401e-21,0.00126
3.3535449808659788e-21,0.00127
3.439838136201174e-21,0.00128
3.6780784733387035e-21,0.0012900000000000001
3.599667339795227e-21,0.0013000000000000002
3.5886571458373686e-21,0.0013100000000000002
7.614903968951688e-22,0.0013200000000000002
7.542658839217385e-22,0.0013300000000000002
7.97478406029187e-22,0.00134
7.978678875282125e-22,0.00135
7.866634180665032e-22,0.00136
7.255036860026129e-22,0.0013700000000000001
7.256323749395014e-22,0.0013800000000000002
6.279312162796983e-22,0.0013900000000000002
6.279272860004013e-22,0.0014000000000000002
6.24203829083206e-22,0.0014100000000000002
6.241353531090656e-22,0.00142
6.436540446155601e-22,0.00143
4.575065374873403e-22,0.00144
4.1056582475054937e-22,0.0014500000000000001
4.122827369927138e-22,0.0014600000000000001
5.363254168996699e-22,0.0014700000000000002
5.363975656105184e-22,0.0014800000000000002
5.185028504146791e-22,0.0014900000000000002
5.451276852813969e-22,0.0015000000000000002
5.471752654478116e-22,0.00151
5.465683990960656e-22,0.00152
1.3184695124724948e-22,0.0015300000000000001
1.2979259812889815e-22,0.0015400000000000001
1.2978067321442408e-22,0.0015500000000000002
1.2019470645428988e-22,0.0015600000000000002
1.1970724934532733e-22,0.0015700000000000002
1.1794779785682137e-22,0.0015800000000000002
1.0039845940407978e-22,0.00159
1.036027100797958e-22,0.0016
1.0357695244682167e-22,0.00161
1.0327070462838853e-22,0.0016200000000000001
9.691432072134026e-23,0.0016300000000000002
9.632879951988892e-23,0.0016400000000000002
6.794965636572947e-23,0.0016500000000000002
6.795192755223831e-23,0.0016600000000000002
6.400607696849987e-23,0.0016700000000000003
7.939669549692969e-23,0.00168
7.924575619959032e-23,0.00169
7.932568143705082e-23,0.0017000000000000001
8.157103622586618e-23,0.0017100000000000001
8.157167657793105e-23,0.0017200000000000002
8.150633486407302e-23,0.0017300000000000002
8.152359404217151e-23,0.0017400000000000002
1.9608864201641312e-23,0.0017500000000000003
1.9197998674831015e-23,0.00176
1.9174490828590715e-23,0.00177
1.6759329916395834e-23,0.0017800000000000001
1.6758801713227293e-23,0.0017900000000000001
1.66373623578167e-23,0.0018000000000000002
1.5409462544609976e-23,0.0018100000000000002
1.5068669892578278e-23,0.0018200000000000002
1.5549416133183256e-23,0.0018300000000000002
1.559651177468395e-23,0.0018400000000000003
1.0706773079639382e-23,0.00185
9.855724112014522e-24,0.00186
9.855598431495157e-24,0.0018700000000000001
9.814248255336714e-24,0.0018800000000000002
1.1938821224488426e-23,0.0018900000000000002
1.1942444359476605e-23,0.0019000000000000002
1.1939498300755161e-23,0.0019100000000000002
1.1913779694167737e-23,0.0019200000000000003
1.2012268436634376e-23,0.0019300000000000003
1.2014427514300011e-23,0.00194
