t_merge,snr
81938.205820314,5.480126324366137e-05
80938.205820314,6.146615145793396e-05
79938.205820314,6.905134196927557e-05
78938.205820314,7.770950827818846e-05
77938.205820314,8.762475565648128e-05
76938.205820314,9.901897086852889e-05
75938.205820314,0.00011217043953640213
74938.205820314,0.00012742097932857879
73938.205820314,0.00014519423022374872
72938.205820314,0.00016603067086856142
71938.205820314,0.00019061254261686935
70938.205820314,0.00021980658850127017
69938.205820314,0.0002547246556073799
68938.205820314,0.00029679757929210204
67938.205820314,0.000347871897585095
66938.205820314,0.0004103370196883098
65938.205820314,0.0004872895079989828
64938.205820314004,0.0005827671067613758
63938.205820314004,0.0007019614411011956
62938.205820314004,0.0008517162444757352
61938.205820314004,0.0010407866042662136
60938.205820314004,0.0012808269508927449
59938.205820314004,0.001586721835147059
58938.205820314004,0.0019786979078645936
57938.205820314004,0.0024822801700691787
56938.205820314004,0.0031314352786021883
55938.205820314004,0.003971995907721871
54938.205820314004,0.005062761587026912
53938.205820314004,0.0064835587157291924
52938.205820314004,0.008340439941537476
51938.205820314004,0.01077203003957269
50938.205820314004,0.013970126216003008
49938.205820314004,0.018187801931153207
48938.205820314004,0.023772563193671572
47938.205820314004,0.031188562132299282
46938.205820314004,0.04107908641480124
45938.205820314004,0.05430764550554563
44938.205820314004,0.0720762123811916
43938.205820314004,0.09602598520075546
42938.205820314004,0.12845397925573768
41938.205820314004,0.17250743793435003
40938.205820314004,0.23260457194139178
39938.205820314004,0.3149997354608239
38938.205820314004,0.428284000024444
37938.205820314004,0.5847056221327098
36938.205820314004,0.8014582400422108
35938.205820314004,1.1032087148236966
34938.205820314004,1.5243504386996796
33938.205820314004,2.1144978120842643
32938.205820314004,2.943069119277926
31938.205820314004,4.109271521947274
30938.205820314004,5.75249203854025
29938.205820314004,8.072727056138186
28938.205820314004,11.346951918282821
27938.205820314004,15.952218344508179
26938.205820314004,22.394285512741348
25938.205820314004,31.327977471605973
24938.205820314004,43.563990033183934
23938.205820314004,60.022194072774965
22938.205820314004,81.60532414183858
21938.205820314004,109.02239830591472
20938.205820314004,142.47213253615467
19938.205820314004,181.41826356187016
18938.205820314004,224.46981793785108
17938.205820314004,269.1467628013744
16938.205820314004,312.8542909178537
15938.205820314004,353.67612663494765
14938.205820314004,391.86098799139563
13938.205820314004,429.72559334850297
12938.205820314004,470.53780576112496
11938.205820314004,517.4861976267115
10938.205820314004,572.5866150636518
9999.0,634.8841623581361
9899.0,642.1150685092798
9799.0,649.5334677355812
9699.0,657.1646056806495
9599.0,665.0344260050938
9499.0,672.9704808671845
9399.0,680.9270535059121
9299.0,689.0858469252149
9199.0,697.4773950506584
9099.0,706.1331007053985
8999.0,715.0853054784734
8899.0,724.2827269502193
8799.0,733.6987496937708
8699.0,743.3324458841881
8599.0,753.1566950832203
8499.0,763.2241768088422
8399.0,773.5002172450811
8299.0,784.0402323830261
8199.0,794.8049869234376
8099.0,805.8528970716628
7999.0,817.1426916459994
7899.0,828.7205254013464
7799.0,840.6066965550526
7699.0,852.8116421515465
7599.0,865.3473724551585
7499.0,878.1739344139525
7399.0,891.3362780728966
7299.0,904.8521368077754
7199.0,918.7428303243437
7099.0,933.0167695388509
6999.0,947.6252930340413
6899.0,962.6383295854175
6799.0,978.0842933399949
6699.0,993.9962892519321
6599.0,1010.3589301357374
6499.0,1027.1244858333432
6399.0,1044.3890686615148
6299.0,1062.1923783139248
6199.0,1080.5804238710623
6099.0,1099.5998732738503
5999.0,1119.2729176115433
5899.0,1139.5935950126652
5799.0,1160.5818550422728
5699.0,1182.1907680940494
5599.0,1204.5167371505606
5499.0,1227.5279705878465
5399.0,1251.3834440873575
5299.0,1275.985750109747
5199.0,1301.5595264383828
5099.0,1328.0833309358197
4999.0,1355.6662241303468
4899.0,1384.3622209912905
4799.0,1414.1680930607345
4699.0,1445.1726807439766
4599.0,1477.444271820116
4499.0,1510.9966386225979
4399.0,1545.9837005162967
4299.0,1582.4768391653788
4199.0,1620.5061410462065
4099.0,1660.2950266234955
3999.0,1701.852724835673
3899.0,1745.2889285174383
3799.0,1790.9227540510963
3699.0,1838.92558283741
3599.0,1889.2217511739486
3499.0,1942.2574215685647
3399.0,1998.1297901078347
3299.0,2056.9813729953544
3199.0,2119.3553545279665
3099.0,2185.1836177267796
2999.0,2254.9669344362765
2899.0,2329.4042900949667
2799.0,2409.1928600498236
2699.0,2494.442055485878
2599.0,2585.6980632633504
2499.0,2683.6448029051467
2399.0,2789.070078150616
2299.0,2902.9360363538185
2199.0,3026.2872129117877
2099.0,3160.466797840323
1999.0,3306.9791490096
1899.0,3467.6516536748863
1799.0,3644.803387874806
1699.0,3841.1745518815283
1599.0,4060.1750737668644
1499.0,4306.105184279166
1399.0,4584.4656936644205
1299.0,4902.496428677587
1199.0,5270.051753310367
1099.0,5700.1740086361115
999.0,6211.038251238057
989.0,6267.570009004203
979.0,6325.183800613164
969.0,6383.909284791577
959.0,6443.77857597787
949.0,6504.826064551804
939.0,6567.088305090627
929.0,6630.597234675317
919.0,6695.390869882698
909.0,6761.5125292256025
899.0,6829.008640731261
889.0,6897.928957155512
879.0,6968.326625106169
869.0,7040.2583288873475
859.0,7113.784597978782
849.0,7188.969915724162
839.0,7265.879476907754
829.0,7344.528033139918
819.0,7424.961056666123
809.0,7507.246537656701
799.0,7591.457731856363
789.0,7677.672872253098
779.0,7765.976420060342
769.0,7856.459337403569
759.0,7949.218555158255
749.0,8044.358121349611
739.0,8141.984802175106
729.0,8242.13961034655
719.0,8344.904481600446
709.0,8450.39181192929
699.0,8558.723257797752
689.0,8670.029962147908
679.0,8784.454344365551
669.0,8902.150258267924
659.0,9023.274100240344
649.0,9147.90635625756
639.0,9276.18978383411
629.0,9408.302797304996
619.0,9544.440261620555
609.0,9684.813726819966
599.0,9829.65359231765
589.0,9979.210327040624
579.0,10133.738495940685
569.0,10293.39488346064
559.0,10458.430025535574
549.0,10629.143132834251
539.0,10805.862141895885
529.0,10988.947388352033
519.0,11178.789157124627
509.0,11375.677395008655
499.0,11579.980355873287
489.0,11792.161437852734
479.0,12012.732066311006
469.0,12242.25857891376
459.0,12481.36834761294
449.0,12730.610113418426
439.0,12990.553495878092
429.0,13261.94777885567
419.0,13545.632212757037
409.0,13842.543877183292
399.0,14153.528106202177
389.0,14479.550711586204
379.0,14821.809975393415
369.0,15181.66171826015
359.0,15560.62468937689
349.0,15960.114716525284
339.0,16381.804738642775
329.0,16827.72132288479
319.0,17300.147202714114
309.0,17801.32122221063
299.0,18334.000736664628
289.0,18901.466997363834
279.0,19507.428870779433
269.0,20155.68666752021
259.0,20850.975348618154
249.0,21598.838907251098
239.0,22405.22793434452
229.0,23277.562166871303
219.0,24224.690427234884
209.0,25256.406291624815
199.0,26384.950343380504
189.0,27624.654219743265
179.0,28993.054671166155
169.0,30511.982274831724
159.0,32207.705639157186
149.0,34113.70966002521
139.0,36272.233479031085
129.0,38738.26105299818
119.0,41583.6785069414
109.0,44905.06157837717
99.0,48835.85347324151
98.0,49269.1027422956
97.0,49710.493302183255
96.0,50160.24987737237
95.0,50618.61854882672
94.0,51085.85579918289
93.0,51562.228728001646
92.0,52048.01534826229
91.0,52543.50508875561
90.0,53048.999705690316
89.0,53564.814094885354
88.0,54091.27682636294
87.0,54628.7302661196
86.0,55177.53030157953
85.0,55738.03426581563
84.0,56310.624882203854
83.0,56895.70789282304
82.0,57493.70772851826
81.0,58105.06822120454
80.0,58730.2540881218
79.0,59369.75245824549
78.0,60024.0738489833
77.0,60693.75299866811
76.0,61379.34081097813
75.0,62081.42072018187
74.0,62800.61172225805
73.0,63537.56489149635
72.0,64292.96567351077
71.0,65067.53553439119
70.0,65862.03332001127
69.0,66677.25762964175
68.0,67514.05017147807
67.0,68373.29750762488
66.0,69255.939544244
65.0,70162.9727177836
64.0,71095.4512465063
63.0,72054.49156916278
62.0,73041.27687072729
61.0,74057.06174683811
60.0,75103.1812032567
59.0,76181.06366852927
58.0,77292.22428140503
57.0,78438.27627528338
56.0,79620.93723184026
55.0,80842.03811069558
54.0,82103.53365100018
53.0,83407.52052327419
52.0,84756.28398507687
51.0,86152.25314503208
50.0,87598.03118273673
49.0,89096.40863769905
48.0,90650.38488709388
47.0,92263.24213810283
46.0,93938.56272082741
45.0,95680.1695073779
44.0,97492.19841910465
43.0,99379.12669111266
42.0,101345.8111255492
41.0,103397.69366424168
40.0,105540.6857771092
39.0,107781.19247810035
38.0,110126.21404343014
37.0,112583.5204961672
36.0,115161.8638900976
35.0,117870.72157843504
34.0,120720.53113206626
33.0,123722.85203369363
32.0,126891.0119689254
31.0,130239.76776783758
30.0,133785.46044165918
29.0,137546.67271269555
28.0,141544.91635048037
27.0,145804.05494096185
26.0,150351.10512186933
25.0,155218.0462149583
24.0,160441.4999795582
23.0,166063.4361629272
22.0,172134.3492712492
21.0,178712.43437492364
20.0,185866.35568453043
19.0,193680.57476773945
18.0,202254.9489446489
17.0,211714.1588146682
16.0,222208.8740730058
15.0,233931.3721670208
14.0,247124.54418059124
13.0,262106.44836666458
12.0,279292.5965262185
11.0,299252.6219210119
10.0,322782.10843971116
9.0,351028.76096453157
8.0,385739.1488203877
7.0,429698.3965186777
6.0,487729.24195346434
5.0,568967.4609171528
4.0,693351.4550451579
3.0,914430.040200355
2.0,1426170.9422986265
1.0,3562423.947400543
0.0,87818568.46480136
