1-e,a_losscone,a_decay_dominate
0.00023030934372440245,0.0018584030762722982,0.011485750440496833
0.0002480118099724387,0.0017257548861045204,0.010893982448757429
0.0002670749561920089,0.0016025747938861216,0.010332702200749536
0.0002876033695044205,0.0014881869903303534,0.009800338947835684
0.00030970967600132905,0.0013819639037361477,0.0092954028667919
0.00033351515865106683,0.0012833227569106374,0.008816480890501042
0.0003591504226996414,0.001191722369848293,0.008362232753441064
0.0003867561122170255,0.0011066601906252697,0.007931387240908038
0.00041648368171996525,0.0010276695382254698,0.00752273863149531
0.00044849622710469843,0.0009543170421624468,0.007135143322843174
0.00048296938044837363,0.000886200264857988,0.0067675166312409375
0.0005200922735883641,0.0008229454937266374,0.00641882975610216
0.0005600685757660117,0.000764205690858956,0.006088106900853063
0.0006031176110276809,0.0007096585890474828,0.005774422542126907
0.0006494755615135715,0.0006590049237174238,0.005476898839672758
0.0006993967632359669,0.0006119667910548088,0.0051947031796938615
0.0007531551014560009,0.0005682861233286254,0.004927045844757112
0.0008110455133144777,0.0005277232730411153,0.004673177803753275
0.0008733856059607038,0.0004900556981366841,0.004432388615713157
0.0009405173990569552,0.00045507674105844443,0.00420400444162622
0.0010128092012185732,0.00042259449495190464,0.003987386158684109
0.0010906576306844971,0.0003924307507966528,0.0037819275716851307
0.0011744897913043434,0.0003644200196889777,0.003587053716583429
0.0012647656157802624,0.0003384086249115568,0.00340221925144201
0.001361980389019421,0.0003142538588090483,0.0032269069302840276
0.0014666674654411013,0.00029182319984366145,0.003060626155570813
0.0015794011951465409,0.00027099358553537347,0.002902911605256517
0.0017008000750054796,0.00025165073729799286,0.0027533219305790326
0.0018315301419474048,0.00023368853346663406,0.0026114385209390157
0.0019723086270742748,0.00021700842707690981,0.002476864332413182
0.002123907890642467,0.00020151890520174817,0.0023492227766229124
0.0022871596595026482,0.00018713498687917868,0.0022281566668490736
0.0024629595902456477,0.00017377775687701163,0.00211332721844183
0.002652272183089362,0.00016137393273607005,0.0020044131007302722
0.0028561360734659933,0.00014985546271687768,0.001901109537777451
0.0030756697303411283,0.00013915915244389589,0.0018031274554646522
0.0033120775925276663,0.00012922631819895528,0.0017101926725173943
0.0035666566766605254,0.00012000246496176844,0.0016220451332101392
0.003840803693085835,0.00011143698743107142,0.0015384381796014783
0.004136022708704874,0.00010348289238616008,0.0014591378612636573
0.004453933398813803,9.609654086556454e-05,0.0013839222805745988
0.0047962799332116985,8.923740874836904e-05,0.0013125809717399223
0.00516494054532918,8.286786442462985e-05,0.0012449143118076287
0.0055619378368772605,7.69529623351413e-05,0.001180732962026333
0.005989449874551324,7.146025124781277e-05,0.0011198573379845383
0.006449822139670654,6.635959621879981e-05,0.0010621171070471023
0.006945580396313452,6.162301326161223e-05,0.001007350711683934
0.007479444548546428,5.72245158171266e-05,0.0009554049173546395
0.008054343562774624,5.3139972182186155e-05,0.0009061343836859412
0.008673431537080717,4.934697311459691e-05,0.00085940125774058
0.009340105005715851,4.582470888814329e-05,0.0008150747882395651
0.010058021573680439,4.2553855123120504e-05,0.0007730309596582359
0.010831119983631024,3.951646676599088e-05,0.0007331521451718354
0.011663641725206998,3.6695879636513985e-05,0.0006953267774794044
0.012560154305333754,3.4076619002193345e-05,0.000659449036584369
0.013525576307171274,3.164431467845735e-05,0.0006254185536582254
0.014565204375190334,2.93856221887736e-05,0.0005931401301580006
0.015684742274425977,2.7288149552159675e-05,0.0005625234714115438
0.01689033218333749,2.5340389296419626e-05,0.0005334829339243772
0.018188588391958572,2.353165532410665e-05,0.0005059372857009671
0.01958663359021752,2.185202428483596e-05,0.0004798094789088616
0.02109213794551798,2.029228113229586e-05,0.00045502643424955453
0.022713361183973567,1.8843868567264978e-05,0.00043151883643121225
0.024459197906168812,1.749884008926024e-05,0.0004092209401709833
0.026339226386064632,1.624981639924182e-05,0.00038807038618265206
0.028363761120776272,1.5089944914184992e-05,0.00036800802663380526
0.030543909419530262,1.401286217140044e-05,0.0003489777595828035
0.032891632342267337,1.301265891634105e-05,0.0003309263719307244
0.03541981032222183,1.2083847682354502e-05,0.00031380339044703926
0.03814231383250621,1.1221332684512012e-05,0.00029756094044984646
0.04107407948440236,1.042038186234095e-05,0.00028215361174262134
0.04423119197486173,9.676600918077676e-06,0.00026753833142899064
0.04763097233280662,8.985909208005374e-06,0.00025367424324575574
0.05129207294838411,8.344517354608115e-06,0.00024052259307144133
0.05523457990653483,7.748906456713705e-06,0.00022804662028413615
0.059480123186315764,7.195808783564953e-06,0.00021621145465698636
0.0640519953305688,6.682189846900054e-06,0.00020498401849379633
0.06897527923699864,6.205231752683234e-06,0.00019433293371897458
0.07427698577176686,5.762317741147551e-06,0.000184228433647692
0.0799862019605986,5.351017830330965e-06,0.00017464227917092588
0.08613425057043048,4.969075484341069e-06,0.00016554767909783937
0.09275486195712075,4.6143952332059774e-06,0.00015691921440328665
0.09988435912203848,4.285031176389467e-06,0.00014873276613099342
0.10756185699281753,3.97917630689657e-06,0.00014096544670258283
0.11582947702159929,3.6951525973980175e-06,0.00013359553437804583
0.12473257827812592,3.431401793982442e-06,0.00012660241060353115
0.13432000630554167,3.1864768670276505e-06,0.00011996649996547708
0.14464436110421294,2.959034072287456e-06,0.00011366921244407619
0.1557622857138205,2.7478255786383863e-06,0.00010769288762003925
0.1677347769769864,2.5516926220394978e-06,0.00010202074043237945
0.18062752018939468,2.369559148145503e-06,9.663680800373764e-05
0.1945112494724131,2.2004259086943947e-06,9.152589693426396e-05
0.209462135845348,2.043364979280203e-06,8.667353029901123e-05
0.22556220512643244,1.8975146684335226e-06,8.20658933461279e-05
0.24289978795529713,1.7620747900792178e-06,7.768977654770313e-05
0.26157000440591266,1.6363022734343075e-06,7.353251415025042e-05
0.2816752858487504,1.5195070862604593e-06,6.958191562336627e-05
0.30332593692528825,1.411048449104563e-06,6.582618627970728e-05
0.32664074071804877,1.3103313197574035e-06,6.225383161869614e-05
0.3517476104363448,1.2168031286429235e-06,5.8853537263964695e-05
0.3787842911931101,1.1299507472272966e-06,5.5614012090574025e-05
0.4078991157230099,1.049297672815407e-06,5.2523775153599476e-05
0.43925181818796566,9.74401414289565e-07,4.957085527925893e-05
0.4730144105349175,9.048510644476899e-07,4.67423517298684e-05
0.5093721262138317,8.402650456219533e-07,4.4023767317989585e-05
0.5485244364335208,7.802890162095624e-07,4.139795501339171e-05
0.5906861445308144,7.245939266301662e-07,3.884337763979228e-05
0.636088564457173,6.728742140441888e-07,3.6331074937150637e-05
0.6849807898483387,6.248461259276799e-07,3.381901153653337e-05
0.7376310606395825,5.802461633062216e-07,3.1240566897143275e-05
0.7943282347242815,5.388296351069302e-07,2.847796876666759e-05
