1-e,a_decay_dominate
1e-06,0.5591573781851432
1.1497569953977357e-06,0.5061089744111149
1.3219411484660288e-06,0.45809338425736196
1.519911082952933e-06,0.41463313423129616
1.747528400007683e-06,0.3752960497355966
2.0092330025650458e-06,0.33969095742067656
2.310129700083158e-06,0.3074637954128895
2.656087782946684e-06,0.2782940924626685
3.0538555088334123e-06,0.2518917809068754
3.5111917342151275e-06,0.22799431269414916
4.037017258596558e-06,0.2063640482019852
4.641588833612782e-06,0.18678589284179725
5.336699231206313e-06,0.16906515888633228
6.1359072734131755e-06,0.15302562887104795
7.0548023107186455e-06,0.13850780347536676
8.111308307896873e-06,0.12536731541180207
9.3260334688322e-06,0.11347349381890764
1.072267222010323e-05,0.10270806477296351
1.2328467394420658e-05,0.09296397544150542
1.4174741629268048e-05,0.08414432917642148
1.6297508346206434e-05,0.07616142223153062
1.873817422860383e-05,0.06893587117873198
2.1544346900318867e-05,0.06239582418869696
2.477076355991714e-05,0.05647624605937636
2.8480358684358048e-05,0.051118271601350435
3.274549162877732e-05,0.04626862031033132
3.7649358067924715e-05,0.04187906639295823
4.328761281083062e-05,0.0379059597303378
4.977023564332114e-05,0.034309790831541113
5.72236765935022e-05,0.031054798883762114
6.579332246575683e-05,0.02810861568907219
7.56463327554629e-05,0.025441943931430795
8.697490026177834e-05,0.023028265721746825
0.0001,0.020843579018264127
0.00011497569953977356,0.018866158884299246
0.00013219411484660288,0.017076341564493353
0.0001519911082952933,0.015456328557273734
0.00017475284000076848,0.013990010286153093
0.00020092330025650479,0.012662805311732202
0.00023101297000831605,0.011461515577834848
0.00026560877829466864,0.010374195438107872
0.0003053855508833416,0.009390031968248586
0.0003511191734215131,0.008499238494935514
0.0004037017258596554,0.007692956788979579
0.0004641588833612782,0.0069631689505200494
0.0005336699231206312,0.006302617773357247
0.0006135907273413176,0.005704734478706632
0.0007054802310718645,0.005163573550478607
0.0008111308307896872,0.004673753582757032
0.0009326033468832199,0.004230403152776471
0.0010722672220103231,0.0038291145740802068
0.0012328467394420659,0.003465896187411714
0.0014174741629268048,0.003137136353277225
0.001629750834620645,0.002839565766564574
0.001873817422860385,0.0025702252456223846
0.0021544346900318843,0.0023264363802306728
0.0024770763559917113,0.002105774785723051
0.002848035868435802,0.001906046150927241
0.0032745491628777285,0.001725264278318495
0.0037649358067924675,0.0015616314028042428
0.004328761281083062,0.0014135202974154746
0.004977023564332114,0.001279458194498239
0.00572236765935022,0.0011581116904292507
0.006579332246575682,0.0010482743512659769
0.007564633275546291,0.0009488538719836727
0.008697490026177835,0.0008588616322734673
0.01,0.0007774027844474926
0.011497569953977356,0.0007036673559372325
0.013219411484660288,0.0006369221964661522
0.01519911082952933,0.0005765036884212162
0.017475284000076828,0.0005218111502937168
0.02009233002565046,0.0004723008640674721
0.02310129700083158,0.0004274806700431816
0.026560877829466895,0.00038690507435436717
0.030538555088334186,0.00035017081864585604
0.03511191734215135,0.00031691287455157393
0.04037017258596558,0.0002868008091676399
0.04641588833612782,0.00025953551288911966
0.05336699231206313,0.00023484620095343963
0.061359072734131756,0.00021248774005697498
0.07054802310718646,0.00019223820303934812
0.08111308307896872,0.0001738966516974888
0.093260334688322,0.00015728113333970175
0.10722672220103231,0.0001422268561980186
0.12328467394420659,0.00012858452790482112
0.14174741629268048,0.00011621883134561822
0.16297508346206435,0.00010500702532961812
0.1873817422860383,9.483762391351643e-05
0.21544346900318867,8.560913496494795e-05
0.2477076355991714,7.722879125814012e-05
0.2848035868435805,6.96111847808989e-05
0.3274549162877732,6.267663463776779e-05
0.37649358067924715,5.63489579675046e-05
0.43287612810830617,5.055194362286003e-05
0.49770235643321137,4.520291335521303e-05
0.572236765935022,4.019921846444318e-05
0.6579332246575682,3.5385285785231655e-05
0.7564633275546291,3.045380230826968e-05
0.8697490026177834,2.451735267848085e-05
