1-e,a_decay_dominate
1e-06,0.5594980492039526
1.1497569953977357e-06,0.5064486757442642
1.3219411484660288e-06,0.45843211807462736
1.519911082952933e-06,0.4149709028955849
1.747528400007683e-06,0.3756328558604179
2.0092330025650458e-06,0.3400268038948326
2.310129700083158e-06,0.3077986854323598
2.656087782946684e-06,0.2786280295114598
3.0538555088334123e-06,0.2522247689834819
3.5111917342151275e-06,0.22832635604768642
4.037017258596558e-06,0.2066951514457797
4.641588833612782e-06,0.18711606132750266
5.336699231206313e-06,0.1693943983492142
6.1359072734131755e-06,0.15335394566068428
7.0548023107186455e-06,0.1388352045873275
8.111308307896873e-06,0.1256938085514898
9.3260334688322e-06,0.11379908747221851
1.072267222010323e-05,0.10303276836179767
1.2328467394420658e-05,0.09328779920447747
1.4174741629268048e-05,0.08446728441387683
1.6297508346206434e-05,0.076483521291359
1.873817422860383e-05,0.06925712789763995
2.1544346900318867e-05,0.0627162536672042
2.477076355991714e-05,0.05679586491571972
2.8480358684358048e-05,0.0514370981373796
3.274549162877732e-05,0.04658667465738605
3.7649358067924715e-05,0.0421963708211359
4.328761281083062e-05,0.03822253845288078
4.977023564332114e-05,0.03462567081187923
5.72236765935022e-05,0.0313700097330919
6.579332246575683e-05,0.0284231900434622
7.56463327554629e-05,0.025755917719284226
8.697490026177834e-05,0.02334167858400376
0.0001,0.021156474660116
0.00011497569953977356,0.0191785857051439
0.00013219411484660288,0.017388352588938172
0.0001519911082952933,0.015767982509903904
0.00017475284000076848,0.01430137180625128
0.00020092330025650479,0.01297394583910312
0.00023101297000831605,0.011772514072504046
0.00026560877829466864,0.01068513892057057
0.0003053855508833416,0.009701017058440736
0.0003511191734215131,0.008810372017648671
0.0004037017258596554,0.008004357561064702
0.0004641588833612782,0.007274967468712328
0.0005336699231206312,0.006614959432270827
0.0006135907273413176,0.006017781222703307
0.0007054802310718645,0.005477504331966913
0.0008111308307896872,0.004988767935772657
0.0009326033468832199,0.004546723734168708
0.0010722672220103231,0.004146988333843227
0.0012328467394420659,0.0037855997710005704
0.0014174741629268048,0.003458978231209827
0.001629750834620645,0.003163890565474025
0.001873817422860385,0.0028974182325527662
0.0021544346900318843,0.0026569283204710996
0.0024770763559917113,0.0024400480806227205
0.002848035868435802,0.0022446375945956313
0.0032745491628777285,0.0020687730767485536
0.0037649358067924675,0.0019107279989892588
0.004328761281083062,0.0017689420221404814
0.004977023564332114,0.0016420188980383792
0.00572236765935022,0.00152869723509951
0.006579332246575682,0.0014278386925102341
0.007564633275546291,0.0013384051767769425
0.008697490026177835,0.0012594391905728464
0.01,0.0011900397120912648
0.011497569953977356,0.0011293412222086615
0.013219411484660288,0.0010764923651910038
0.01519911082952933,0.001030639835450012
0.017475284000076828,0.0009909280349032449
0.02009233002565046,0.0009564892093206859
0.02310129700083158,0.0009264757107706391
0.026560877829466895,0.0009000753511033919
0.030538555088334186,0.0008765347090812492
0.03511191734215135,0.0008551811145972493
0.04037017258596558,0.0008354260821340008
0.04641588833612782,0.0008167660419826199
0.05336699231206313,0.0007987773840015153
0.061359072734131756,0.0007811036328711286
0.07054802310718646,0.000763441606458698
0.08111308307896872,0.0007455275512155215
0.093260334688322,0.0007271244861754521
0.10722672220103231,0.0007080101661261879
0.12328467394420659,0.0006879676158232327
0.14174741629268048,0.0006667758262020451
0.16297508346206435,0.0006442013617066912
0.1873817422860383,0.0006199902490062998
0.21544346900318867,0.0005938595260660244
0.2477076355991714,0.0005654877291148464
0.2848035868435805,0.0005345033913683385
0.3274549162877732,0.0005004702182856841
0.37649358067924715,0.00046286681425411144
0.43287612810830617,0.0004210573294612147
0.49770235643321137,0.00037424633496229196
0.572236765935022,0.0003214043471399565
0.6579332246575682,0.0002611326693887626
0.7564633275546291,0.00019138065703864997
0.8697490026177834,0.00010870088489850128
