t_merge,snr
296094.8310850359,5.4801263243735945e-05
295094.8310850359,5.6584016653534657e-05
294094.8310850359,5.8431598005908034e-05
293094.8310850359,6.0346681244391405e-05
292094.8310850359,6.233217975607427e-05
291094.8310850359,6.43911609081111e-05
290094.8310850359,6.65268558014931e-05
289094.8310850359,6.87426428349651e-05
288094.8310850359,7.104189545500804e-05
287094.8310850359,7.34283401855277e-05
286094.8310850359,7.590595830794378e-05
285094.8310850359,7.847895573008001e-05
284094.8310850359,8.115177797925256e-05
283094.8310850359,8.392912540746995e-05
282094.8310850359,8.681577124521566e-05
281094.8310850359,8.98168170724071e-05
280094.8310850359,9.293782550701055e-05
279094.8310850359,9.618469397575505e-05
278094.8310850359,9.956367807439657e-05
277094.8310850359,0.00010308141665389042
276094.8310850359,0.00010674490370032667
275094.8310850359,0.00011056147213368841
274094.8310850359,0.00011453902158676681
273094.8310850359,0.00011868593924499318
272094.8310850359,0.00012301115989469855
271094.8310850359,0.00012752421761598587
270094.8310850359,0.0001322352676516148
269094.8310850359,0.00013715512196804476
268094.8310850359,0.00014229526906640755
267094.8310850359,0.00014766787958062766
266094.8310850359,0.00015328632869590034
265094.8310850359,0.00015916476641297862
264094.8310850359,0.00016531782278242707
263094.8310850359,0.00017176190713711592
262094.83108503593,0.00017851433312054783
261094.83108503593,0.00018559327700434352
260094.83108503593,0.0001930185282773725
259094.83108503593,0.00020081144408822438
258094.83108503593,0.00020899412262612412
257094.83108503593,0.0002175902211233491
256094.83108503593,0.00022662686902327937
255094.83108503593,0.0002361321047099053
254094.83108503593,0.00024613598293075196
253094.83108503593,0.00025667072263606966
252094.83108503593,0.00026777086531126396
251094.83108503593,0.0002794728435438126
250094.83108503593,0.0002918164260917316
249094.83108503593,0.0003048452018469558
248094.83108503593,0.00031860517546024
247094.83108503593,0.0003331457073590502
246094.83108503593,0.0003485197573911348
245094.83108503593,0.00036478414558384294
244094.83108503593,0.0003820012090068919
243094.83108503593,0.0004002377589283819
242094.83108503593,0.00041956396976946706
241094.83108503593,0.0004400559422484974
240094.83108503593,0.00046179536315488846
239094.83108503593,0.0004848699100404014
238094.83108503593,0.0005093736851500484
237094.83108503593,0.0005354191436095041
236094.83108503593,0.0005631162017697124
235094.83108503593,0.000592578096846853
234094.83108503593,0.0006239317136431318
233094.83108503593,0.0006573133107933561
232094.83108503593,0.0006928692084007025
231094.83108503593,0.0007307565275521976
230094.83108503593,0.0007711439864591821
229094.83108503593,0.0008142127574341785
228094.83108503593,0.0008601767664210117
227094.83108503593,0.0009092741928125475
226094.83108503593,0.0009617059027885761
225094.83108503593,0.0010177174363822919
224094.83108503593,0.0010775726837542873
223094.83108503593,0.0011415552720055913
222094.83108503593,0.0012099700564055513
221094.83108503593,0.0012831447392133496
220094.83108503593,0.001361431638474112
219094.83108503593,0.0014452207669707993
218094.83108503593,0.0015350675253567488
217094.83108503593,0.0016313109757782667
216094.83108503593,0.0017344326165782834
215094.83108503593,0.0018449489872506548
214094.83108503593,0.001963416654373214
213094.83108503593,0.0020904440109572454
212094.83108503593,0.0022266706264073934
211094.83108503593,0.0023727484184151004
210094.83108503593,0.002529476487018318
209094.83108503593,0.0026980292687949848
208094.83108503593,0.0028790719870496148
207094.83108503593,0.0030732975614795746
206094.83108503593,0.00328190239587022
205094.83108503593,0.003506138964790594
204094.83108503593,0.0037471146889026634
203094.83108503593,0.004006150528360073
202094.83108503593,0.004285114767696958
201094.83108503593,0.0045853207784797385
200094.83108503593,0.004908218398686092
199094.83108503593,0.005255561303259599
198094.83108503593,0.00562958352335073
197094.83108503593,0.006032519842258558
196094.83108503593,0.006466363284245288
195094.83108503593,0.006933998519730234
194094.83108503593,0.0074378301469216895
193094.83108503593,0.00798104168773909
192094.83108503593,0.008566824687187948
191094.83108503593,0.009198409193008685
190094.83108503593,0.009879474749631785
189094.83108503593,0.010614208770333741
188094.83108503593,0.01140805826105282
187094.83108503593,0.01226491389626816
186094.83108503593,0.013190038317456524
185094.83108503593,0.01418936191098663
184094.83108503593,0.015268765246904388
183094.83108503593,0.01643533593714986
182094.83108503593,0.017697272304130682
181094.83108503593,0.019061391984214793
180094.83108503593,0.020536670676992646
179094.83108503593,0.02213263157808251
178094.83108503593,0.023858864345950942
177094.83108503593,0.025728058921466977
176094.83108503593,0.0277528823079513
175094.83108503593,0.029946036686213404
174094.83108503593,0.03232113743451794
173094.83108503593,0.03489402030484094
172094.83108503593,0.03768244649687456
171094.83108503593,0.04071098810659861
170094.83108503593,0.04399571889412658
169094.83108503593,0.047559248435380924
168094.83108503593,0.05142584315040329
167094.83108503593,0.055621781196285705
166094.83108503593,0.06017623719094455
165094.83108503593,0.06512115441069226
164094.83108503593,0.07049120603421631
163094.83108503593,0.07632884888399351
162094.83108503593,0.08267761115183127
161094.83108503593,0.08958008774136142
160094.83108503593,0.09708617872847952
159094.83108503593,0.10525049246487557
158094.83108503593,0.11413584009238638
157094.83108503593,0.12381535539399142
156094.83108503593,0.13435548497491162
155094.83108503593,0.14583519667434308
154094.83108503593,0.15834125538168212
153094.83108503593,0.17196941328887774
152094.83108503593,0.1868410127736211
151094.83108503593,0.20306018985717766
150094.83108503593,0.22075219718465142
149094.83108503593,0.24005518938641066
148094.83108503593,0.26112135510088513
147094.83108503593,0.2841293424428568
146094.83108503593,0.30927052885166517
145094.83108503593,0.3367494151712295
144094.83108503593,0.3667950212289572
143094.83108503593,0.39965482977211075
142094.83108503593,0.4356058436174753
141094.83108503593,0.4749493110377006
140094.83108503593,0.5180219177410752
139094.83108503593,0.5651934793193755
138094.83108503593,0.6168749477435819
137094.83108503593,0.6735011738191123
136094.83108503593,0.7355596258536906
135094.83108503593,0.8036066871699993
134094.83108503593,0.8782432011343965
133094.83108503593,0.9601121086239277
132094.83108503593,1.049933981445906
131094.83108503593,1.1485392643843761
130094.83108503593,1.2568076832617456
129094.83108503593,1.3756923563735786
128094.83108503593,1.5062587568071748
127094.83108503593,1.6497856938459778
126094.83108503593,1.807541712208196
125094.83108503593,1.9809377593243749
124094.83108503593,2.171553028739859
123094.83108503593,2.38112810758119
122094.83108503593,2.611693023958788
121094.83108503593,2.8653818524885115
120094.83108503593,3.1444672634347235
119094.83108503593,3.451516132818111
118094.83108503593,3.789353302408799
117094.83108503593,4.161209591771105
116094.83108503593,4.570631628911779
115094.83108503593,5.021249023953097
114094.83108503593,5.517196862157816
113094.83108503593,6.063013871219784
112094.83108503593,6.663767062398993
111094.83108503593,7.3252332583173905
110094.83108503593,8.053208296405247
109094.83108503593,8.854260087580617
108094.83108503593,9.735679353564779
107094.83108503593,10.70549543581887
106094.83108503593,11.77208355206402
105094.83108503593,12.94474225649235
104094.83108503593,14.233661372196694
103094.83108503593,15.649800688226708
102094.83108503593,17.204866534518377
101094.83108503593,18.911608264430665
100094.83108503593,20.78383789960635
99094.83108503593,22.836230607630757
98094.83108503593,25.08443077257938
97094.83108503593,27.544893178583095
96094.83108503593,30.234727830758008
95094.83108503593,33.17270004614354
94094.83108503593,36.37787169706228
93094.83108503593,39.869043851247376
92094.83108503593,43.66753810552715
