1-e,a_losscone,a_decay_dominate
6.115502679648502e-06,0.06998731180346324,0.10661167886812636
6.585563850530916e-06,0.06499179152805172,0.1011189988070704
7.091755739679002e-06,0.06035283906896239,0.09590930369752779
7.636855493735064e-06,0.05604500349929194,0.0909680140377358
8.223853721565327e-06,0.05204465052061341,0.08628130147299509
8.855970901791448e-06,0.048329832789199646,0.08183605008781492
9.536675051468303e-06,0.044880169510145514,0.07761981970577676
1.0269700752844653e-05,0.04167673461712847,0.07362081107188323
1.1059069642594141e-05,0.03870195294030178,0.06982783283356861
1.1909112475927795e-05,0.03593950378216476,0.06623027022186695
1.2824492886639466e-05,0.03337423137544905,0.0628180553443463
1.3810232973440244e-05,0.030992061733885634,0.05958163901013397
1.4871740852957217e-05,0.02877992543744263,0.05651196400663745
1.6014840330562692e-05,0.026725685928664592,0.05360043975223591
1.724580285181723e-05,0.02481807292765951,0.05083891825575986
1.857138190982504e-05,0.02304662059878163,0.04821967131296785
1.999885009727064e-05,0.021401610132053786,0.045735368880607405
2.1536039006419397e-05,0.019874016421653103,0.04337905856151259
2.319138219598508e-05,0.018455458551577784,0.04114414614880267
2.4973961460598023e-05,0.017138153814586762,0.0390243771716009
2.689355665672272e-05,0.015914875013908383,0.037013819391962924
2.8960699358388282e-05,0.014778910812009704,0.03510684620307904
3.118673063710567e-05,0.013724028910003952,0.03329812088307027
3.3583863282972634e-05,0.012744441854854053,0.03158258165975251
3.61652488083333e-05,0.011834775287731962,0.029955427545800304
3.894504960159794e-05,0.01099003845804575,0.028412104902333573
4.193851662708423e-05,0.010205596842585438,0.026948294695691034
4.516207309716852e-05,0.009477146718910142,0.02555990041047681
4.8633404575802154e-05,0.008800691553563658,0.024243036585332372
5.2371556007732135e-05,0.00817252007576122,0.022994017939386418
5.6397036205762904e-05,0.0075891859159082165,0.021809349058641493
6.073193036931215e-05,0.007047488697778017,0.02068571461432579
6.540002125157952e-05,0.00654445647999659,0.019619970084486297
7.042691964008914e-05,0.006077329450994817,0.018609132954203106
7.584020486647476e-05,0.005643544787688722,0.017650374368771402
8.166957611638568e-05,0.005240722594928047,0.016741011217130577
8.794701536966163e-05,0.004866652848567626,0.01587849862309059
9.470696286471394e-05,0.004519283270470086,0.015060422823328796
0.00010198650604978275,0.004196708069034203,0.014284494412572991
0.00010982558305771281,0.003897157483303946,0.013548541936447027
0.00011826720182059105,0.0036189880734710123,0.01285050581471202
0.0001273576760263793,0.0033606737043717283,0.0121884325774146
0.00013714687921208765,0.0031207971725684884,0.01156046939801942
0.00014768851838752958,0.002898042431088149,0.010964858908286138
0.00015904042869085747,0.0026911873691158796,0.010399934280159447
0.00017126489069246062,0.0024990971070673576,0.009864114561124907
0.00018442897208806777,0.0023207177702390014,0.009355900249858957
0.0001986048956557016,0.00215507070688525,0.00887386909983657
0.00021387043549522702,0.002001247118988126,0.00841667213912239
0.00023030934372440245,0.0018584030762722982,0.007983029895238055
0.0002480118099724387,0.0017257548861045204,0.007571728814514215
0.0002670749561920089,0.0016025747938861216,0.007181617865937802
0.0002876033695044205,0.0014881869903303534,0.006811605319944255
0.00030970967600132905,0.0013819639037361477,0.006460655693183544
0.00033351515865106683,0.0012833227569106374,0.006127786850697091
0.0003591504226996414,0.001191722369848293,0.0058120672573807085
0.0003867561122170255,0.0011066601906252697,0.0055126133710549224
0.00041648368171996525,0.0010276695382254698,0.0052285871698507435
0.00044849622710469843,0.0009543170421624468,0.004959193806983092
0.00048296938044837363,0.000886200264857988,0.004703679386349085
0.0005200922735883641,0.0008229454937266374,0.004461328852726718
0.0005600685757660117,0.000764205690858956,0.004231463990681377
0.0006031176110276809,0.0007096585890474828,0.004013441526554841
0.0006494755615135715,0.0006590049237174238,0.003806651328253248
0.0006993967632359669,0.0006119667910548088,0.003610514697774545
0.0007531551014560009,0.0005682861233286254,0.0034244827517080426
0.0008110455133144777,0.0005277232730411153,0.0032480348851730225
0.0008733856059607038,0.0004900556981366841,0.0030806773148921987
0.0009405173990569552,0.00045507674105844443,0.0029219416973301363
0.0010128092012185732,0.00042259449495190464,0.0027713838180221466
0.0010906576306844971,0.0003924307507966528,0.002628582348432178
0.0011744897913043434,0.0003644200196889777,0.0024931376668560997
0.0012647656157802624,0.0003384086249115568,0.0023646707400723534
0.001361980389019421,0.0003142538588090483,0.002242822062612561
0.0014666674654411013,0.00029182319984366145,0.0021272506506777003
0.0015794011951465409,0.00027099358553537347,0.0020176330878902363
0.0017008000750054796,0.00025165073729799286,0.0019136626202089244
0.0018315301419474048,0.00023368853346663406,0.00181504829747377
0.0019723086270742748,0.00021700842707690981,0.001721514159178138
0.002123907890642467,0.00020151890520174817,0.001632798462191177
0.0022871596595026482,0.00018713498687917868,0.001548652948266627
0.0024629595902456477,0.00017377775687701163,0.0014688421492911686
0.002652272183089362,0.00016137393273607005,0.0013931427283252593
0.0028561360734659933,0.00014985546271687768,0.0013213428545939315
0.0030756697303411283,0.00013915915244389589,0.001253241610678439
0.0033120775925276663,0.00012922631819895528,0.0011886484302485627
0.0035666566766605254,0.00012000246496176844,0.0011273825647636379
0.003840803693085835,0.00011143698743107142,0.0010692725776482188
0.004136022708704874,0.00010348289238616008,0.0010141558645285717
0.004453933398813803,9.609654086556454e-05,0.0009618781981854471
0.0047962799332116985,8.923740874836904e-05,0.0009122932969513551
0.00516494054532918,8.286786442462985e-05,0.0008652624153428951
0.0055619378368772605,7.69529623351413e-05,0.0008206539557846652
0.005989449874551324,7.146025124781277e-05,0.000778343100335121
0.006449822139670654,6.635959621879981e-05,0.0007382114613865845
0.006945580396313452,6.162301326161223e-05,0.000700146750360207
0.007479444548546428,5.72245158171266e-05,0.0006640424634691604
0.008054343562774624,5.3139972182186155e-05,0.000629797583670567
0.008673431537080717,4.934697311459691e-05,0.0005973162979720347
0.009340105005715851,4.582470888814329e-05,0.000566507729301649
0.010058021573680439,4.2553855123120504e-05,0.0005372856821908517
0.010831119983631024,3.951646676599088e-05,0.0005095684015585891
0.011663641725206998,3.6695879636513985e-05,0.0004832783439213847
0.012560154305333754,3.4076619002193345e-05,0.00045834196038924477
0.013525576307171274,3.164431467845735e-05,0.000434689490839582
0.014565204375190334,2.93856221887736e-05,0.0004122547686933907
0.015684742274425977,2.7288149552159675e-05,0.0003909750357467452
0.01689033218333749,2.5340389296419626e-05,0.0003707907665398821
0.018188588391958572,2.353165532410665e-05,0.0003516455017711089
0.01958663359021752,2.185202428483596e-05,0.0003334856902900242
0.02109213794551798,2.029228113229586e-05,0.00031626053922695525
0.022713361183973567,1.8843868567264978e-05,0.0002999218718389366
0.024459197906168812,1.749884008926024e-05,0.0002844239926739258
0.026339226386064632,1.624981639924182e-05,0.0002697235596752772
0.028363761120776272,1.5089944914184992e-05,0.0002557794628679178
0.030543909419530262,1.401286217140044e-05,0.00024255270928576743
0.032891632342267337,1.301265891634105e-05,0.00023000631381743885
0.03541981032222183,1.2083847682354502e-05,0.00021810519566342
0.03814231383250621,1.1221332684512012e-05,0.00020681608011357083
0.04107407948440236,1.042038186234095e-05,0.0001961074053680441
0.04423119197486173,9.676600918077676e-06,0.0001859492341388085
0.04763097233280662,8.985909208005374e-06,0.00017631316978145663
0.05129207294838411,8.344517354608115e-06,0.0001671722767194684
0.05523457990653483,7.748906456713705e-06,0.00015850100493367835
0.059480123186315764,7.195808783564953e-06,0.00015027511830084374
0.0640519953305688,6.682189846900054e-06,0.00014247162657412066
0.06897527923699864,6.205231752683234e-06,0.00013506872080713432
0.07427698577176686,5.762317741147551e-06,0.00012804571203088073
0.0799862019605986,5.351017830330965e-06,0.00012138297299916823
0.08613425057043048,4.969075484341069e-06,0.0001150618828235799
0.09275486195712075,4.6143952332059774e-06,0.0001090647743226182
0.09988435912203848,4.285031176389467e-06,0.00010337488391170738
0.10756185699281753,3.97917630689657e-06,9.797630386035338e-05
0.11582947702159929,3.6951525973980175e-06,9.285393673973207e-05
0.12473257827812592,3.431401793982442e-06,8.799345187700724e-05
0.13432000630554167,3.1864768670276505e-06,8.338124362121613e-05
0.14464436110421294,2.959034072287456e-06,7.900439120719516e-05
0.1557622857138205,2.7478255786383863e-06,7.485061997726083e-05
0.1677347769769864,2.5516926220394978e-06,7.090826368074257e-05
0.18062752018939468,2.369559148145503e-06,6.716622751563521e-05
0.1945112494724131,2.2004259086943947e-06,6.361395149580672e-05
0.209462135845348,2.043364979280203e-06,6.024137361223175e-05
0.22556220512643244,1.8975146684335226e-06,5.703889209116677e-05
0.24289978795529713,1.7620747900792178e-06,5.399732581233507e-05
0.26157000440591266,1.6363022734343075e-06,5.1107871599208474e-05
0.2816752858487504,1.5195070862604593e-06,4.836205657322518e-05
0.30332593692528825,1.411048449104563e-06,4.57516829816938e-05
0.32664074071804877,1.3103313197574035e-06,4.3268761713028305e-05
0.3517476104363448,1.2168031286429235e-06,4.090542884879302e-05
0.3787842911931101,1.1299507472272966e-06,3.865383663115554e-05
0.4078991157230099,1.049297672815407e-06,3.650600537023413e-05
0.43925181818796566,9.74401414289565e-07,3.445361464859805e-05
0.4730144105349175,9.048510644476899e-07,3.2487697966831666e-05
0.5093721262138317,8.402650456219533e-07,3.05981792327113e-05
0.5485244364335208,7.802890162095624e-07,2.877314061329463e-05
0.5906861445308144,7.245939266301662e-07,2.6997612958502344e-05
0.636088564457173,6.728742140441888e-07,2.525146779498389e-05
0.6849807898483387,6.248461259276799e-07,2.3505488955397177e-05
0.7376310606395825,5.802461633062216e-07,2.1713372650406037e-05
0.7943282347242815,5.388296351069302e-07,1.9793262721293205e-05
