1-e,a_decay_dominate
1e-06,0.575680013962499
1.1497569953977357e-06,0.5222838397889067
1.3219411484660288e-06,0.473929498119584
1.519911082952933e-06,0.43013938270857716
1.747528400007683e-06,0.39048119152933247
2.0092330025650458e-06,0.3545636288829803
2.310129700083158e-06,0.3220325153919262
2.656087782946684e-06,0.29256726681392525
3.0538555088334123e-06,0.26587770688267887
3.5111917342151275e-06,0.2417011824110982
4.037017258596558e-06,0.21979995195855634
4.641588833612782e-06,0.19995882204387433
5.336699231206313e-06,0.18198300746334728
6.1359072734131755e-06,0.16569619432277002
7.0548023107186455e-06,0.15093878656988616
8.111308307896873e-06,0.13756631852909892
9.3260334688322e-06,0.12544801763892827
1.072267222010323e-05,0.11446550306135263
1.2328467394420658e-05,0.10451160720560435
1.4174741629268048e-05,0.09548930840604473
1.6297508346206434e-05,0.08731076413139835
1.873817422860383e-05,0.0798964350926942
2.1544346900318867e-05,0.07317429154926819
2.477076355991714e-05,0.06707909395776626
2.8480358684358048e-05,0.06155174088425469
3.274549162877732e-05,0.0565386778281263
3.7649358067924715e-05,0.05199136128596853
4.328761281083062e-05,0.04786577302963586
4.977023564332114e-05,0.04412198018141582
5.72236765935022e-05,0.04072373725230208
6.579332246575683e-05,0.03763812685077866
7.56463327554629e-05,0.034835236256079954
8.697490026177834e-05,0.03228786746354892
0.0001,0.02997127860547804
0.00011497569953977356,0.02786295481247371
0.00013219411484660288,0.025942406564797012
0.0001519911082952933,0.024190993397183166
0.00017475284000076848,0.022591770483752712
0.00020092330025650479,0.021129355211179385
0.00023101297000831605,0.019789810451051274
0.00026560877829466864,0.01856054098266535
0.0003053855508833416,0.01743019950365681
0.0003511191734215131,0.01638859895553312
0.0004037017258596554,0.015426628475612197
0.0004641588833612782,0.014536171086830581
0.0005336699231206312,0.013710022124520578
0.0006135907273413176,0.01294180823393122
0.0007054802310718645,0.012225907437240906
0.0008111308307896872,0.011557371197628712
0.0009326033468832199,0.010931849587597724
0.0010722672220103231,0.010345520634964637
0.0012328467394420659,0.00979502473257714
0.0014174741629268048,0.009277404727021698
0.001629750834620645,0.008790052006619501
0.001873817422860385,0.008328239236372765
0.0021544346900318843,0.007897175353339255
0.0024770763559917113,0.007487775096964043
0.002848035868435802,0.007100821582205715
0.0032745491628777285,0.006734842435991862
0.0037649358067924675,0.006388506342044337
0.004328761281083062,0.006060603679006318
0.004977023564332114,0.005750030158608517
0.00572236765935022,0.00545577301430979
0.006579332246575682,0.005176899340220621
0.007564633275546291,0.004912546228652382
0.008697490026177835,0.004661912403998826
0.01,0.004424251096799154
0.011497569953977356,0.004198863936774566
0.013219411484660288,0.003985095682603894
0.01519911082952933,0.0037823296305697337
0.017475284000076828,0.0035899835664049726
0.02009233002565046,0.003407506146407878
0.02310129700083158,0.0032343736047177963
0.026560877829466895,0.003070086692666979
0.030538555088334186,0.0029141677633280827
0.03511191734215135,0.0027661579332599402
0.04037017258596558,0.002625614248961424
0.04641588833612782,0.002492106818663709
0.05336699231206313,0.00236521586804885
0.061359072734131756,0.0022445286714785273
0.07054802310718646,0.0021296362884271397
0.08111308307896872,0.002020129984758622
0.093260334688322,0.001915597175819506
0.10722672220103231,0.0018156167005509137
0.12328467394420659,0.0017197531858197763
0.14174741629268048,0.0016275502040705276
0.16297508346206435,0.0015385217665782405
0.1873817422860383,0.0014521414255341792
0.21544346900318867,0.0013678278253370713
0.2477076355991714,0.0012849248551737177
0.2848035868435805,0.0012026733682147866
0.3274549162877732,0.001120169233423511
0.37649358067924715,0.0010362981961065014
0.43287612810830617,0.0009496291243292473
0.49770235643321137,0.0008582271007091124
0.572236765935022,0.0007592968611187145
0.6579332246575682,0.0006484162571694835
0.7564633275546291,0.0005175560924120171
0.8697490026177834,0.0003479193506219347
